"agency_cd","site_no","Date","X_00065_00003","X_00065_00003_cd"
"USGS","02108000",1996-12-30,7.06,"A"
"USGS","02108000",1996-12-31,6.78,"A"
"USGS","02108000",1997-01-01,6.62,"A"
"USGS","02108000",1997-01-02,7.52,"A"
"USGS","02108000",1997-01-03,8.15,"A"
"USGS","02108000",1997-01-04,8.35,"A"
"USGS","02108000",1997-01-05,8.27,"A"
"USGS","02108000",1997-01-06,8.14,"A"
"USGS","02108000",1997-01-07,7.91,"A"
"USGS","02108000",1997-01-08,7.62,"A"
"USGS","02108000",1997-01-12,9.53,"A"
"USGS","02108000",1997-01-13,9.52,"A"
"USGS","02108000",1997-01-15,8.84,"A"
"USGS","02108000",1997-01-16,8.72,"A"
"USGS","02108000",1997-01-17,9.15,"A"
"USGS","02108000",1997-01-18,9.46,"A"
"USGS","02108000",1997-01-19,9.4,"A"
"USGS","02108000",1997-01-20,9.19,"A"
"USGS","02108000",1997-01-21,8.89,"A"
"USGS","02108000",1997-01-22,8.53,"A"
"USGS","02108000",1997-01-23,8.23,"A"
"USGS","02108000",1997-01-24,7.98,"A"
"USGS","02108000",1997-01-25,7.82,"A"
"USGS","02108000",1997-01-26,7.68,"A"
"USGS","02108000",1997-01-27,7.47,"A"
"USGS","02108000",1997-01-28,7.24,"A"
"USGS","02108000",1997-01-29,7.02,"A"
"USGS","02108000",1997-01-30,6.86,"A"
"USGS","02108000",1997-01-31,6.82,"A"
"USGS","02108000",1997-02-01,6.76,"A"
"USGS","02108000",1997-02-02,6.68,"A"
"USGS","02108000",1997-02-03,6.56,"A"
"USGS","02108000",1997-02-04,6.43,"A"
"USGS","02108000",1997-02-05,6.38,"A"
"USGS","02108000",1997-02-06,6.37,"A"
"USGS","02108000",1997-02-07,6.27,"A"
"USGS","02108000",1997-02-08,6.21,"A"
"USGS","02108000",1997-02-09,6.52,"A"
"USGS","02108000",1997-02-10,6.73,"A"
"USGS","02108000",1997-02-11,6.82,"A"
"USGS","02108000",1997-02-12,6.84,"A"
"USGS","02108000",1997-02-13,6.73,"A"
"USGS","02108000",1997-02-14,7.29,"A"
"USGS","02108000",1997-02-15,9.03,"A"
"USGS","02108000",1997-02-16,10.2,"A"
"USGS","02108000",1997-02-17,10.81,"A"
"USGS","02108000",1997-02-18,10.87,"A"
"USGS","02108000",1997-02-19,10.74,"A"
"USGS","02108000",1997-02-20,10.47,"A"
"USGS","02108000",1997-02-21,10.08,"A"
"USGS","02108000",1997-02-22,9.75,"A"
"USGS","02108000",1997-02-23,9.46,"A"
"USGS","02108000",1997-02-24,9.11,"A"
"USGS","02108000",1997-02-25,8.73,"A"
"USGS","02108000",1997-02-26,8.35,"A"
"USGS","02108000",1997-02-27,7.98,"A"
"USGS","02108000",1997-02-28,7.63,"A"
"USGS","02108000",1997-03-01,7.55,"A"
"USGS","02108000",1997-03-02,7.72,"A"
"USGS","02108000",1997-03-03,7.8,"A"
"USGS","02108000",1997-03-04,7.91,"A"
"USGS","02108000",1997-03-05,7.95,"A"
"USGS","02108000",1997-03-06,7.82,"A"
"USGS","02108000",1997-03-07,7.48,"A"
"USGS","02108000",1997-03-08,7.06,"A"
"USGS","02108000",1997-03-09,6.66,"A"
"USGS","02108000",1997-03-10,6.3,"A"
"USGS","02108000",1997-03-11,5.99,"A"
"USGS","02108000",1997-03-12,5.67,"A"
"USGS","02108000",1997-03-13,5.39,"A"
"USGS","02108000",1997-03-14,5.94,"A"
"USGS","02108000",1997-03-15,8.49,"A"
"USGS","02108000",1997-03-16,9.26,"A"
"USGS","02108000",1997-03-17,9.43,"A"
"USGS","02108000",1997-03-18,9.4,"A"
"USGS","02108000",1997-03-19,9.36,"A"
"USGS","02108000",1997-03-20,9.23,"A"
"USGS","02108000",1997-03-21,9.07,"A"
"USGS","02108000",1997-03-22,8.88,"A"
"USGS","02108000",1997-03-23,8.52,"A"
"USGS","02108000",1997-03-24,8.05,"A"
"USGS","02108000",1997-03-25,7.52,"A"
"USGS","02108000",1997-03-26,6.99,"A"
"USGS","02108000",1997-03-27,6.53,"A"
"USGS","02108000",1997-03-28,6.19,"A"
"USGS","02108000",1997-03-29,5.96,"A"
"USGS","02108000",1997-03-30,5.73,"A"
"USGS","02108000",1997-03-31,5.55,"A"
"USGS","02108000",1997-04-02,5.49,"A"
"USGS","02108000",1997-04-03,5.54,"A"
"USGS","02108000",1997-04-04,5.43,"A"
"USGS","02108000",1997-04-05,5.17,"A"
"USGS","02108000",1997-04-06,4.89,"A"
"USGS","02108000",1997-04-07,4.61,"A"
"USGS","02108000",1997-04-08,4.36,"A"
"USGS","02108000",1997-04-09,4.15,"A"
"USGS","02108000",1997-04-10,3.96,"A"
"USGS","02108000",1997-04-11,3.79,"A"
"USGS","02108000",1997-04-12,3.68,"A"
"USGS","02108000",1997-04-13,3.7,"A"
"USGS","02108000",1997-04-14,3.7,"A"
"USGS","02108000",1997-04-15,3.65,"A"
"USGS","02108000",1997-04-16,3.59,"A"
"USGS","02108000",1997-04-17,3.53,"A"
"USGS","02108000",1997-04-18,3.48,"A"
"USGS","02108000",1997-04-19,3.43,"A"
"USGS","02108000",1997-04-20,3.36,"A"
"USGS","02108000",1997-04-21,3.29,"A"
"USGS","02108000",1997-04-22,3.27,"A"
"USGS","02108000",1997-04-23,4,"A"
"USGS","02108000",1997-04-24,5.07,"A"
"USGS","02108000",1997-04-25,5.26,"A"
"USGS","02108000",1997-04-26,5.25,"A"
"USGS","02108000",1997-04-27,5.04,"A"
"USGS","02108000",1997-04-28,5.26,"A"
"USGS","02108000",1997-04-29,6.55,"A"
"USGS","02108000",1997-04-30,7.28,"A"
"USGS","02108000",1997-05-01,7.58,"A"
"USGS","02108000",1997-05-02,7.74,"A"
"USGS","02108000",1997-05-03,7.83,"A"
"USGS","02108000",1997-05-04,7.7,"A"
"USGS","02108000",1997-05-05,7.27,"A"
"USGS","02108000",1997-05-06,6.67,"A"
"USGS","02108000",1997-05-07,5.98,"A"
"USGS","02108000",1997-05-08,5.3,"A"
"USGS","02108000",1997-05-09,4.76,"A"
"USGS","02108000",1997-05-10,4.36,"A"
"USGS","02108000",1997-05-11,4.04,"A"
"USGS","02108000",1997-05-12,3.78,"A"
"USGS","02108000",1997-05-13,3.64,"A"
"USGS","02108000",1997-05-14,3.58,"A"
"USGS","02108000",1997-05-15,3.44,"A"
"USGS","02108000",1997-05-16,3.29,"A"
"USGS","02108000",1997-05-17,3.15,"A"
"USGS","02108000",1997-05-18,3.01,"A"
"USGS","02108000",1997-05-19,2.89,"A"
"USGS","02108000",1997-05-20,2.78,"A"
"USGS","02108000",1997-05-21,2.68,"A"
"USGS","02108000",1997-05-22,2.58,"A"
"USGS","02108000",1997-05-23,2.48,"A"
"USGS","02108000",1997-05-24,2.41,"A"
"USGS","02108000",1997-05-25,2.35,"A"
"USGS","02108000",1997-05-26,2.32,"A"
"USGS","02108000",1997-05-27,2.46,"A"
"USGS","02108000",1997-05-28,2.51,"A"
"USGS","02108000",1997-05-29,2.6,"A"
"USGS","02108000",1997-05-30,2.64,"A"
"USGS","02108000",1997-05-31,2.62,"A"
"USGS","02108000",1997-06-01,2.61,"A"
"USGS","02108000",1997-06-02,2.59,"A"
"USGS","02108000",1997-06-03,2.59,"A"
"USGS","02108000",1997-06-06,3.2,"A"
"USGS","02108000",1997-06-07,3.15,"A"
"USGS","02108000",1997-06-08,3.06,"A"
"USGS","02108000",1997-06-09,2.96,"A"
"USGS","02108000",1997-06-10,2.84,"A"
"USGS","02108000",1997-06-11,2.71,"A"
"USGS","02108000",1997-06-12,2.6,"A"
"USGS","02108000",1997-06-13,2.49,"A"
"USGS","02108000",1997-06-14,2.43,"A"
"USGS","02108000",1997-06-15,2.35,"A"
"USGS","02108000",1997-06-16,2.31,"A"
"USGS","02108000",1997-06-17,2.3,"A"
"USGS","02108000",1997-06-18,2.26,"A"
"USGS","02108000",1997-06-19,2.21,"A"
"USGS","02108000",1997-06-20,2.18,"A"
"USGS","02108000",1997-06-21,2.16,"A"
"USGS","02108000",1997-06-22,2.12,"A"
"USGS","02108000",1997-06-23,2.06,"A"
"USGS","02108000",1997-06-24,2.02,"A"
"USGS","02108000",1997-06-25,2.15,"A"
"USGS","02108000",1997-06-26,2.38,"A"
"USGS","02108000",1997-06-27,2.16,"A"
"USGS","02108000",1997-06-28,1.98,"A"
"USGS","02108000",1997-06-29,1.89,"A"
"USGS","02108000",1997-06-30,1.83,"A"
"USGS","02108000",1997-07-01,1.77,"A"
"USGS","02108000",1997-07-02,1.73,"A"
"USGS","02108000",1997-07-03,1.96,"A"
"USGS","02108000",1997-07-04,2.85,"A"
"USGS","02108000",1997-07-05,2.87,"A"
"USGS","02108000",1997-07-06,2.5,"A"
"USGS","02108000",1997-07-07,2.28,"A"
"USGS","02108000",1997-07-08,2.65,"A"
"USGS","02108000",1997-07-09,2.88,"A"
"USGS","02108000",1997-07-10,2.76,"A"
"USGS","02108000",1997-07-11,2.61,"A"
"USGS","02108000",1997-07-12,2.73,"A"
"USGS","02108000",1997-07-13,2.6,"A"
"USGS","02108000",1997-07-14,2.42,"A"
"USGS","02108000",1997-07-15,2.27,"A"
"USGS","02108000",1997-07-16,2.08,"A"
"USGS","02108000",1997-07-17,1.98,"A"
"USGS","02108000",1997-07-18,2.02,"A"
"USGS","02108000",1997-07-19,1.99,"A"
"USGS","02108000",1997-07-20,1.93,"A"
"USGS","02108000",1997-07-21,1.92,"A"
"USGS","02108000",1997-07-22,1.94,"A"
"USGS","02108000",1997-07-23,2.12,"A"
"USGS","02108000",1997-07-24,2.11,"A"
"USGS","02108000",1997-07-25,2.21,"A"
"USGS","02108000",1997-07-26,2.39,"A"
"USGS","02108000",1997-07-27,2.7,"A"
"USGS","02108000",1997-07-28,2.98,"A"
"USGS","02108000",1997-07-29,3.02,"A"
"USGS","02108000",1997-07-30,3.06,"A"
"USGS","02108000",1997-07-31,3.72,"A"
"USGS","02108000",1997-08-01,4.52,"A"
"USGS","02108000",1997-08-02,5.12,"A"
"USGS","02108000",1997-08-03,5.05,"A"
"USGS","02108000",1997-08-04,4.32,"A"
"USGS","02108000",1997-08-05,3.58,"A"
"USGS","02108000",1997-08-06,3.13,"A"
"USGS","02108000",1997-08-07,3.02,"A"
"USGS","02108000",1997-08-08,3.1,"A"
"USGS","02108000",1997-08-09,3.07,"A"
"USGS","02108000",1997-08-10,2.92,"A"
"USGS","02108000",1997-08-11,2.75,"A"
"USGS","02108000",1997-08-12,2.54,"A"
"USGS","02108000",1997-08-13,2.27,"A"
"USGS","02108000",1997-08-14,2.05,"A"
"USGS","02108000",1997-08-15,1.95,"A"
"USGS","02108000",1997-08-16,1.86,"A"
"USGS","02108000",1997-08-17,1.91,"A"
"USGS","02108000",1997-08-18,2.08,"A"
"USGS","02108000",1997-08-19,2.04,"A"
"USGS","02108000",1997-08-20,2.07,"A"
"USGS","02108000",1997-08-21,2.11,"A"
"USGS","02108000",1997-08-22,2.45,"A"
"USGS","02108000",1997-08-23,2.82,"A"
"USGS","02108000",1997-08-24,2.82,"A"
"USGS","02108000",1997-08-25,2.56,"A"
"USGS","02108000",1997-08-26,2.3,"A"
"USGS","02108000",1997-08-27,2.1,"A"
"USGS","02108000",1997-08-28,1.97,"A"
"USGS","02108000",1997-08-29,1.86,"A"
"USGS","02108000",1997-08-30,1.76,"A"
"USGS","02108000",1997-08-31,1.67,"A"
"USGS","02108000",1997-09-01,1.59,"A"
"USGS","02108000",1997-09-02,1.52,"A"
"USGS","02108000",1997-09-03,1.46,"A"
"USGS","02108000",1997-09-04,1.41,"A"
"USGS","02108000",1997-09-05,1.38,"A"
"USGS","02108000",1997-09-06,1.37,"A"
"USGS","02108000",1997-09-07,1.4,"A"
"USGS","02108000",1997-09-08,1.46,"A"
"USGS","02108000",1997-09-09,1.46,"A"
"USGS","02108000",1997-09-10,1.41,"A"
"USGS","02108000",1997-09-12,1.38,"A"
"USGS","02108000",1997-09-16,5.95,"A"
"USGS","02108000",1997-09-17,7.34,"A"
"USGS","02108000",1997-09-18,7.32,"A"
"USGS","02108000",1997-09-19,6.86,"A"
"USGS","02108000",1997-09-20,5.96,"A"
"USGS","02108000",1997-09-21,4.92,"A"
"USGS","02108000",1997-09-22,4.28,"A"
"USGS","02108000",1997-09-23,3.81,"A"
"USGS","02108000",1997-09-24,3.3,"A"
"USGS","02108000",1997-09-25,3.03,"A"
"USGS","02108000",1997-09-26,3.24,"A"
"USGS","02108000",1997-09-27,3.46,"A"
"USGS","02108000",1997-09-28,3.75,"A"
"USGS","02108000",1997-10-02,4.46,"A"
"USGS","02108000",1997-10-03,4.16,"A"
"USGS","02108000",1997-10-04,3.7,"A"
"USGS","02108000",1997-10-05,3.29,"A"
"USGS","02108000",1997-10-06,2.95,"A"
"USGS","02108000",1997-10-07,2.65,"A"
"USGS","02108000",1997-10-08,2.4,"A"
"USGS","02108000",1997-10-09,2.21,"A"
"USGS","02108000",1997-10-10,2.07,"A"
"USGS","02108000",1997-10-11,1.95,"A"
"USGS","02108000",1997-10-12,1.87,"A"
"USGS","02108000",1997-10-13,1.79,"A"
"USGS","02108000",1997-10-14,1.73,"A"
"USGS","02108000",1997-10-15,1.67,"A"
"USGS","02108000",1997-10-16,1.64,"A"
"USGS","02108000",1997-10-17,1.63,"A"
"USGS","02108000",1997-10-18,1.62,"A"
"USGS","02108000",1997-10-19,1.72,"A"
"USGS","02108000",1997-10-20,2.02,"A"
"USGS","02108000",1997-10-21,2.18,"A"
"USGS","02108000",1997-10-22,2.27,"A"
"USGS","02108000",1997-10-23,2.38,"A"
"USGS","02108000",1997-10-24,2.42,"A"
"USGS","02108000",1997-10-25,2.4,"A"
"USGS","02108000",1997-10-26,2.34,"A"
"USGS","02108000",1997-10-27,2.64,"A"
"USGS","02108000",1997-10-28,2.79,"A"
"USGS","02108000",1997-10-29,2.87,"A"
"USGS","02108000",1997-10-30,3,"A"
"USGS","02108000",1997-10-31,3.04,"A"
"USGS","02108000",1997-11-01,3.54,"A"
"USGS","02108000",1997-11-02,4.73,"A"
"USGS","02108000",1997-11-03,5.58,"A"
"USGS","02108000",1997-11-04,6.09,"A"
"USGS","02108000",1997-11-05,6.37,"A"
"USGS","02108000",1997-11-06,6.4,"A"
"USGS","02108000",1997-11-07,6.13,"A"
"USGS","02108000",1997-11-08,5.66,"A"
"USGS","02108000",1997-11-09,5.16,"A"
"USGS","02108000",1997-11-10,4.73,"A"
"USGS","02108000",1997-11-11,4.37,"A"
"USGS","02108000",1997-11-12,4.06,"A"
"USGS","02108000",1997-11-13,3.97,"A"
"USGS","02108000",1997-11-14,4.61,"A"
"USGS","02108000",1997-11-15,5.37,"A"
"USGS","02108000",1997-11-16,5.8,"A"
"USGS","02108000",1997-11-17,6.06,"A"
"USGS","02108000",1997-11-18,6.3,"A"
"USGS","02108000",1997-11-19,6.5,"A"
"USGS","02108000",1997-11-20,6.62,"A"
"USGS","02108000",1997-11-21,6.66,"A"
"USGS","02108000",1997-11-22,6.52,"A"
"USGS","02108000",1997-11-23,6.16,"A"
"USGS","02108000",1997-11-24,5.61,"A"
"USGS","02108000",1997-11-25,5.04,"A"
"USGS","02108000",1997-11-26,4.62,"A"
"USGS","02108000",1997-11-27,4.31,"A"
"USGS","02108000",1997-11-28,4.05,"A"
"USGS","02108000",1997-11-29,3.83,"A"
"USGS","02108000",1997-11-30,4.63,"A"
"USGS","02108000",1997-12-01,7.09,"A"
"USGS","02108000",1997-12-02,8.2,"A"
"USGS","02108000",1997-12-03,8.74,"A"
"USGS","02108000",1997-12-04,8.98,"A"
"USGS","02108000",1997-12-05,8.94,"A"
"USGS","02108000",1997-12-06,8.67,"A"
"USGS","02108000",1997-12-07,8.25,"A"
"USGS","02108000",1997-12-08,7.78,"A"
"USGS","02108000",1997-12-09,7.34,"A"
"USGS","02108000",1997-12-10,6.92,"A"
"USGS","02108000",1997-12-11,6.54,"A"
"USGS","02108000",1997-12-12,6.36,"A"
"USGS","02108000",1997-12-13,6.48,"A"
"USGS","02108000",1997-12-14,6.51,"A"
"USGS","02108000",1997-12-15,6.43,"A"
"USGS","02108000",1997-12-16,6.24,"A"
"USGS","02108000",1997-12-17,5.97,"A"
"USGS","02108000",1997-12-18,5.68,"A"
"USGS","02108000",1997-12-19,5.38,"A"
"USGS","02108000",1997-12-20,5.09,"A"
"USGS","02108000",1997-12-21,4.85,"A"
"USGS","02108000",1997-12-22,4.75,"A"
"USGS","02108000",1997-12-23,5.47,"A"
"USGS","02108000",1997-12-24,6.05,"A"
"USGS","02108000",1997-12-25,7.52,"A"
"USGS","02108000",1997-12-26,8.51,"A"
"USGS","02108000",1997-12-27,9.24,"A"
"USGS","02108000",1997-12-28,9.94,"A"
"USGS","02108000",1997-12-29,10.34,"A"
"USGS","02108000",1997-12-30,10.55,"A"
"USGS","02108000",1997-12-31,10.57,"A"
"USGS","02108000",1998-01-01,10.47,"A"
"USGS","02108000",1998-01-02,10.12,"A"
"USGS","02108000",1998-01-03,9.66,"A"
"USGS","02108000",1998-01-04,9.13,"A"
"USGS","02108000",1998-01-05,8.57,"A"
"USGS","02108000",1998-01-06,8.07,"A"
"USGS","02108000",1998-01-07,8.04,"A"
"USGS","02108000",1998-01-08,8.15,"A"
"USGS","02108000",1998-01-09,8.69,"A"
"USGS","02108000",1998-01-10,9.2,"A"
"USGS","02108000",1998-01-11,9.48,"A"
"USGS","02108000",1998-01-12,9.52,"A"
"USGS","02108000",1998-01-13,9.64,"A"
"USGS","02108000",1998-01-14,9.86,"A"
"USGS","02108000",1998-01-15,9.88,"A"
"USGS","02108000",1998-01-16,9.87,"A"
"USGS","02108000",1998-01-17,9.98,"A"
"USGS","02108000",1998-01-18,10.13,"A"
"USGS","02108000",1998-01-19,10.23,"A"
"USGS","02108000",1998-01-20,10.39,"A"
"USGS","02108000",1998-01-21,10.52,"A"
"USGS","02108000",1998-01-22,10.56,"A"
"USGS","02108000",1998-01-23,10.8,"A"
"USGS","02108000",1998-01-24,11.61,"A"
"USGS","02108000",1998-01-25,12.5,"A"
"USGS","02108000",1998-01-26,12.86,"A"
"USGS","02108000",1998-01-27,12.81,"A"
"USGS","02108000",1998-01-28,12.86,"A"
"USGS","02108000",1998-01-29,13.01,"A"
"USGS","02108000",1998-01-30,13.12,"A"
"USGS","02108000",1998-01-31,12.9,"A"
"USGS","02108000",1998-02-01,12.54,"A"
"USGS","02108000",1998-02-02,12.18,"A"
"USGS","02108000",1998-02-03,11.76,"A"
"USGS","02108000",1998-02-04,12.08,"A"
"USGS","02108000",1998-02-05,13.14,"A"
"USGS","02108000",1998-02-06,14.01,"A"
"USGS","02108000",1998-02-07,14.24,"A"
"USGS","02108000",1998-02-08,14.1,"A"
"USGS","02108000",1998-02-09,13.77,"A"
"USGS","02108000",1998-02-10,13.28,"A"
"USGS","02108000",1998-02-11,12.64,"A"
"USGS","02108000",1998-02-12,11.91,"A"
"USGS","02108000",1998-02-13,11.13,"A"
"USGS","02108000",1998-02-14,10.42,"A"
"USGS","02108000",1998-02-15,9.81,"A"
"USGS","02108000",1998-02-16,9.37,"A"
"USGS","02108000",1998-02-17,11.02,"A"
"USGS","02108000",1998-02-18,14.03,"A"
"USGS","02108000",1998-02-19,15.34,"A"
"USGS","02108000",1998-02-20,15.41,"A"
"USGS","02108000",1998-02-21,15,"A"
