"agency_cd","site_no","Date","X_00065_00003","X_00065_00003_cd"
"USGS","02081500",1998-01-08,3.46,"A"
"USGS","02081500",1998-01-09,5.39,"A"
"USGS","02081500",1998-01-10,3.4,"A"
"USGS","02081500",1998-01-11,2.91,"A"
"USGS","02081500",1998-01-12,2.75,"A"
"USGS","02081500",1998-01-13,2.65,"A"
"USGS","02081500",1998-01-14,2.6,"A"
"USGS","02081500",1998-01-15,3,"A"
"USGS","02081500",1998-01-16,6.75,"A"
"USGS","02081500",1998-01-17,6.17,"A"
"USGS","02081500",1998-01-18,3.74,"A"
"USGS","02081500",1998-01-19,3.36,"A"
"USGS","02081500",1998-01-20,4.17,"A"
"USGS","02081500",1998-01-21,3.25,"A"
"USGS","02081500",1998-01-22,2.95,"A"
"USGS","02081500",1998-01-23,4.85,"A"
"USGS","02081500",1998-01-24,7.15,"A"
"USGS","02081500",1998-01-25,4.18,"A"
"USGS","02081500",1998-01-26,3.33,"A"
"USGS","02081500",1998-01-27,3.55,"A"
"USGS","02081500",1998-01-28,8.89,"A"
"USGS","02081500",1998-01-29,7.29,"A"
"USGS","02081500",1998-01-30,3.98,"A"
"USGS","02081500",1998-01-31,3.27,"A"
"USGS","02081500",1998-02-01,3.02,"A"
"USGS","02081500",1998-02-02,2.89,"A"
"USGS","02081500",1998-02-03,2.83,"A"
"USGS","02081500",1998-02-04,7.77,"A"
"USGS","02081500",1998-02-05,9.33,"A"
"USGS","02081500",1998-02-06,5.14,"A"
"USGS","02081500",1998-02-07,3.76,"A"
"USGS","02081500",1998-02-08,3.41,"A"
"USGS","02081500",1998-02-09,3.2,"A"
"USGS","02081500",1998-02-10,3,"A"
"USGS","02081500",1998-02-11,2.91,"A"
"USGS","02081500",1998-02-12,2.91,"A"
"USGS","02081500",1998-02-13,2.89,"A"
"USGS","02081500",1998-02-14,2.8,"A"
"USGS","02081500",1998-02-15,2.73,"A"
"USGS","02081500",1998-02-16,2.7,"A"
"USGS","02081500",1998-02-17,7.38,"A"
"USGS","02081500",1998-02-18,10.74,"A"
"USGS","02081500",1998-02-19,4.2,"A"
"USGS","02081500",1998-02-20,3.32,"A"
"USGS","02081500",1998-02-21,3.08,"A"
"USGS","02081500",1998-02-22,2.94,"A"
"USGS","02081500",1998-02-23,3.42,"A"
"USGS","02081500",1998-02-24,3.97,"A"
"USGS","02081500",1998-02-25,3.19,"A"
"USGS","02081500",1998-02-26,2.96,"A"
"USGS","02081500",1998-02-27,2.86,"A"
"USGS","02081500",1998-02-28,2.81,"A"
"USGS","02081500",1998-03-01,2.78,"A"
"USGS","02081500",1998-03-02,2.74,"A"
"USGS","02081500",1998-03-03,2.71,"A"
"USGS","02081500",1998-03-04,2.68,"A"
"USGS","02081500",1998-03-05,2.63,"A"
"USGS","02081500",1998-03-06,2.61,"A"
"USGS","02081500",1998-03-07,2.59,"A"
"USGS","02081500",1998-03-08,3.48,"A"
"USGS","02081500",1998-03-09,7.67,"A"
"USGS","02081500",1998-03-10,5.9,"A"
"USGS","02081500",1998-03-11,3.43,"A"
"USGS","02081500",1998-03-12,3.07,"A"
"USGS","02081500",1998-03-13,2.92,"A"
"USGS","02081500",1998-03-14,2.85,"A"
"USGS","02081500",1998-03-15,2.79,"A"
"USGS","02081500",1998-03-16,2.73,"A"
"USGS","02081500",1998-03-17,2.7,"A"
"USGS","02081500",1998-03-18,6.03,"A"
"USGS","02081500",1998-03-19,16.01,"A"
"USGS","02081500",1998-03-20,11.29,"A"
"USGS","02081500",1998-03-21,12.98,"A"
"USGS","02081500",1998-03-22,7.38,"A"
"USGS","02081500",1998-03-23,3.94,"A"
"USGS","02081500",1998-03-24,3.37,"A"
"USGS","02081500",1998-03-25,3.12,"A"
"USGS","02081500",1998-03-26,2.99,"A"
"USGS","02081500",1998-03-27,2.93,"A"
"USGS","02081500",1998-03-28,2.87,"A"
"USGS","02081500",1998-03-29,2.83,"A"
"USGS","02081500",1998-03-30,2.79,"A"
"USGS","02081500",1998-03-31,2.74,"A"
"USGS","02081500",1998-04-01,2.73,"A"
"USGS","02081500",1998-04-02,3.2,"A"
"USGS","02081500",1998-04-03,2.88,"A"
"USGS","02081500",1998-04-04,3.17,"A"
"USGS","02081500",1998-04-05,3.41,"A"
"USGS","02081500",1998-04-06,2.97,"A"
"USGS","02081500",1998-04-07,2.84,"A"
"USGS","02081500",1998-04-08,2.75,"A"
"USGS","02081500",1998-04-09,3.24,"A"
"USGS","02081500",1998-04-10,3.85,"A"
"USGS","02081500",1998-04-11,3.41,"A"
"USGS","02081500",1998-04-12,3.06,"A"
"USGS","02081500",1998-04-13,2.87,"A"
"USGS","02081500",1998-04-14,2.8,"A"
"USGS","02081500",1998-04-15,2.78,"A"
"USGS","02081500",1998-04-16,2.74,"A"
"USGS","02081500",1998-04-17,4.48,"A"
"USGS","02081500",1998-04-18,6.84,"A"
"USGS","02081500",1998-04-19,3.93,"A"
"USGS","02081500",1998-04-20,3.74,"A"
"USGS","02081500",1998-04-21,3.22,"A"
"USGS","02081500",1998-04-22,2.96,"A"
"USGS","02081500",1998-04-23,2.89,"A"
"USGS","02081500",1998-04-24,2.83,"A"
"USGS","02081500",1998-04-25,2.74,"A"
"USGS","02081500",1998-04-26,2.67,"A"
"USGS","02081500",1998-04-27,2.61,"A"
"USGS","02081500",1998-04-28,2.56,"A"
"USGS","02081500",1998-04-29,2.53,"A"
"USGS","02081500",1998-04-30,2.5,"A"
"USGS","02081500",1998-05-01,2.49,"A"
"USGS","02081500",1998-05-02,3.25,"A"
"USGS","02081500",1998-05-03,2.93,"A"
"USGS","02081500",1998-05-04,2.92,"A"
"USGS","02081500",1998-05-05,2.77,"A"
"USGS","02081500",1998-05-06,2.62,"A"
"USGS","02081500",1998-05-07,2.52,"A"
"USGS","02081500",1998-05-08,2.91,"A"
"USGS","02081500",1998-05-09,3.47,"A"
"USGS","02081500",1998-05-10,2.92,"A"
"USGS","02081500",1998-05-11,2.74,"A"
"USGS","02081500",1998-05-12,2.7,"A"
"USGS","02081500",1998-05-13,2.62,"A"
"USGS","02081500",1998-05-14,2.55,"A"
"USGS","02081500",1998-05-15,2.47,"A"
"USGS","02081500",1998-05-16,2.38,"A"
"USGS","02081500",1998-05-17,2.52,"A"
"USGS","02081500",1998-05-18,2.7,"A"
"USGS","02081500",1998-05-19,2.43,"A"
"USGS","02081500",1998-05-20,2.26,"A"
"USGS","02081500",1998-05-21,2.15,"A"
"USGS","02081500",1998-05-22,2.11,"A"
"USGS","02081500",1998-05-23,2.32,"A"
"USGS","02081500",1998-05-24,2.72,"A"
"USGS","02081500",1998-05-25,2.58,"A"
"USGS","02081500",1998-05-26,2.46,"A"
"USGS","02081500",1998-05-27,2.76,"A"
"USGS","02081500",1998-05-28,2.93,"A"
"USGS","02081500",1998-05-29,2.66,"A"
"USGS","02081500",1998-05-30,2.48,"A"
"USGS","02081500",1998-05-31,2.29,"A"
"USGS","02081500",1998-06-01,2.14,"A"
"USGS","02081500",1998-06-02,2.05,"A"
"USGS","02081500",1998-06-03,1.98,"A"
"USGS","02081500",1998-06-04,1.93,"A"
"USGS","02081500",1998-06-05,1.97,"A"
"USGS","02081500",1998-06-06,1.97,"A"
"USGS","02081500",1998-06-07,1.95,"A"
"USGS","02081500",1998-06-08,1.93,"A"
"USGS","02081500",1998-06-09,1.85,"A"
"USGS","02081500",1998-06-10,1.86,"A"
"USGS","02081500",1998-06-11,1.89,"A"
"USGS","02081500",1998-06-12,1.87,"A"
"USGS","02081500",1998-06-13,1.84,"A"
"USGS","02081500",1998-06-14,1.81,"A"
"USGS","02081500",1998-06-15,1.77,"A"
"USGS","02081500",1998-06-16,1.76,"A"
"USGS","02081500",1998-06-17,1.73,"A"
"USGS","02081500",1998-06-18,1.7,"A"
"USGS","02081500",1998-06-19,1.69,"A"
"USGS","02081500",1998-06-20,1.66,"A"
"USGS","02081500",1998-06-21,1.64,"A"
"USGS","02081500",1998-06-22,1.64,"A"
"USGS","02081500",1998-06-23,1.61,"A"
"USGS","02081500",1998-06-24,1.6,"A"
"USGS","02081500",1998-06-25,1.75,"A"
"USGS","02081500",1998-06-26,1.7,"A"
"USGS","02081500",1998-06-27,1.63,"A"
"USGS","02081500",1998-06-28,1.58,"A"
"USGS","02081500",1998-06-29,1.55,"A"
"USGS","02081500",1998-06-30,1.54,"A"
"USGS","02081500",1998-07-01,1.54,"A"
"USGS","02081500",1998-07-02,1.51,"A"
"USGS","02081500",1998-07-03,1.48,"A"
"USGS","02081500",1998-07-04,1.47,"A"
"USGS","02081500",1998-07-05,1.55,"A"
"USGS","02081500",1998-07-06,1.54,"A"
"USGS","02081500",1998-07-07,1.53,"A"
"USGS","02081500",1998-07-08,1.48,"A"
"USGS","02081500",1998-07-09,1.49,"A"
"USGS","02081500",1998-07-10,2.03,"A"
"USGS","02081500",1998-07-11,2.27,"A"
"USGS","02081500",1998-07-12,1.8,"A"
"USGS","02081500",1998-07-13,1.63,"A"
"USGS","02081500",1998-07-14,1.55,"A"
"USGS","02081500",1998-07-15,1.5,"A"
"USGS","02081500",1998-07-16,1.46,"A"
"USGS","02081500",1998-07-17,1.43,"A"
"USGS","02081500",1998-07-18,1.43,"A"
"USGS","02081500",1998-07-19,1.42,"A"
"USGS","02081500",1998-07-20,1.4,"A"
"USGS","02081500",1998-07-21,1.4,"A"
"USGS","02081500",1998-07-22,1.4,"A"
"USGS","02081500",1998-07-23,2.33,"A"
"USGS","02081500",1998-07-24,2.93,"A"
"USGS","02081500",1998-07-25,2.38,"A"
"USGS","02081500",1998-07-26,1.98,"A"
"USGS","02081500",1998-07-27,1.79,"A"
"USGS","02081500",1998-07-28,1.73,"A"
"USGS","02081500",1998-07-29,1.63,"A"
"USGS","02081500",1998-07-30,1.54,"A"
"USGS","02081500",1998-07-31,1.49,"A"
"USGS","02081500",1998-08-01,1.45,"A"
"USGS","02081500",1998-08-02,1.42,"A"
"USGS","02081500",1998-08-03,1.4,"A"
"USGS","02081500",1998-08-04,1.37,"A"
"USGS","02081500",1998-08-05,1.35,"A"
"USGS","02081500",1998-08-06,1.34,"A"
"USGS","02081500",1998-08-07,1.32,"A"
"USGS","02081500",1998-08-08,1.3,"A"
"USGS","02081500",1998-08-09,1.36,"A"
"USGS","02081500",1998-08-10,1.39,"A"
"USGS","02081500",1998-08-11,1.35,"A"
"USGS","02081500",1998-08-12,1.31,"A"
"USGS","02081500",1998-08-13,1.29,"A"
"USGS","02081500",1998-08-14,1.28,"A"
"USGS","02081500",1998-08-15,1.29,"A"
"USGS","02081500",1998-08-16,1.31,"A"
"USGS","02081500",1998-08-17,1.34,"A"
"USGS","02081500",1998-08-18,1.39,"A"
"USGS","02081500",1998-08-19,1.48,"A"
"USGS","02081500",1998-08-20,1.41,"A"
"USGS","02081500",1998-08-21,1.37,"A"
"USGS","02081500",1998-08-22,1.33,"A"
"USGS","02081500",1998-08-23,1.29,"A"
"USGS","02081500",1998-08-24,1.3,"A"
"USGS","02081500",1998-08-25,1.28,"A"
"USGS","02081500",1998-08-26,1.28,"A"
"USGS","02081500",1998-08-27,1.27,"A"
"USGS","02081500",1998-08-28,1.27,"A"
"USGS","02081500",1998-08-29,1.28,"A"
"USGS","02081500",1998-08-30,1.27,"A"
"USGS","02081500",1998-08-31,1.28,"A"
"USGS","02081500",1998-09-01,1.28,"A"
"USGS","02081500",1998-09-02,1.28,"A"
"USGS","02081500",1998-09-03,1.31,"A"
"USGS","02081500",1998-09-04,2.35,"A"
"USGS","02081500",1998-09-05,2.82,"A"
"USGS","02081500",1998-09-06,2.16,"A"
"USGS","02081500",1998-09-07,1.79,"A"
"USGS","02081500",1998-09-08,1.63,"A"
"USGS","02081500",1998-09-09,1.54,"A"
"USGS","02081500",1998-09-10,1.51,"A"
"USGS","02081500",1998-09-11,1.46,"A"
"USGS","02081500",1998-09-12,1.43,"A"
"USGS","02081500",1998-09-13,1.4,"A"
"USGS","02081500",1998-09-14,1.37,"A"
"USGS","02081500",1998-09-15,1.35,"A"
"USGS","02081500",1998-09-16,1.32,"A"
"USGS","02081500",1998-09-17,1.3,"A"
"USGS","02081500",1998-09-18,1.28,"A"
"USGS","02081500",1998-09-19,1.29,"A"
"USGS","02081500",1998-09-20,1.27,"A"
"USGS","02081500",1998-09-21,1.26,"A"
"USGS","02081500",1998-09-22,1.26,"A"
"USGS","02081500",1998-09-23,1.26,"A"
"USGS","02081500",1998-09-24,1.24,"A"
"USGS","02081500",1998-09-25,1.23,"A"
"USGS","02081500",1998-09-26,1.22,"A"
"USGS","02081500",1998-09-27,1.23,"A"
"USGS","02081500",1998-09-28,1.23,"A"
"USGS","02081500",1998-09-29,1.23,"A"
"USGS","02081500",1998-09-30,1.25,"A"
"USGS","02081500",1998-10-01,1.28,"A"
"USGS","02081500",1998-10-02,1.29,"A"
"USGS","02081500",1998-10-03,1.29,"A"
"USGS","02081500",1998-10-04,1.3,"A"
"USGS","02081500",1998-10-05,1.31,"A"
"USGS","02081500",1998-10-06,1.31,"A"
"USGS","02081500",1998-10-07,1.3,"A"
"USGS","02081500",1998-10-08,1.36,"A"
"USGS","02081500",1998-10-09,1.4,"A"
"USGS","02081500",1998-10-10,1.41,"A"
"USGS","02081500",1998-10-11,1.48,"A"
"USGS","02081500",1998-10-12,1.46,"A"
"USGS","02081500",1998-10-13,1.42,"A"
"USGS","02081500",1998-10-14,1.39,"A"
"USGS","02081500",1998-10-15,1.37,"A"
"USGS","02081500",1998-10-16,1.35,"A"
"USGS","02081500",1998-10-17,1.34,"A"
"USGS","02081500",1998-10-18,1.34,"A"
"USGS","02081500",1998-10-19,1.34,"A"
"USGS","02081500",1998-10-20,1.48,"A"
"USGS","02081500",1998-10-21,1.49,"A"
"USGS","02081500",1998-10-22,1.51,"A"
"USGS","02081500",1998-10-23,1.51,"A"
"USGS","02081500",1998-10-24,1.5,"A"
"USGS","02081500",1998-10-25,1.51,"A"
"USGS","02081500",1998-10-26,1.5,"A"
"USGS","02081500",1998-10-28,1.24,"A"
"USGS","02081500",1998-10-29,1.32,"A"
"USGS","02081500",1998-10-30,1.35,"A"
"USGS","02081500",1998-10-31,1.35,"A"
"USGS","02081500",1998-11-01,1.35,"A"
"USGS","02081500",1998-11-02,1.36,"A"
"USGS","02081500",1998-11-03,1.44,"A"
"USGS","02081500",1998-11-04,1.44,"A"
"USGS","02081500",1998-11-05,1.45,"A"
"USGS","02081500",1998-11-06,1.43,"A"
"USGS","02081500",1998-11-07,1.4,"A"
"USGS","02081500",1998-11-08,1.36,"A"
"USGS","02081500",1998-11-09,1.35,"A"
"USGS","02081500",1998-11-10,1.34,"A"
"USGS","02081500",1998-11-11,1.37,"A"
"USGS","02081500",1998-11-12,1.38,"A"
"USGS","02081500",1998-11-13,1.37,"A"
"USGS","02081500",1998-11-14,1.4,"A"
"USGS","02081500",1998-11-15,1.41,"A"
"USGS","02081500",1998-11-16,1.39,"A"
"USGS","02081500",1998-11-17,1.4,"A"
"USGS","02081500",1998-11-18,1.4,"A"
"USGS","02081500",1998-11-19,1.43,"A"
"USGS","02081500",1998-11-20,1.43,"A"
"USGS","02081500",1998-11-21,1.45,"A"
"USGS","02081500",1998-11-22,1.43,"A"
"USGS","02081500",1998-11-23,1.42,"A"
"USGS","02081500",1998-11-24,1.44,"A"
"USGS","02081500",1998-11-25,1.43,"A"
"USGS","02081500",1998-11-26,1.46,"A"
"USGS","02081500",1998-11-27,1.46,"A"
"USGS","02081500",1998-11-28,1.49,"A"
"USGS","02081500",1998-11-29,1.51,"A"
"USGS","02081500",1998-11-30,1.48,"A"
"USGS","02081500",1998-12-01,1.5,"A"
"USGS","02081500",1998-12-02,1.56,"A"
"USGS","02081500",1998-12-03,1.53,"A"
"USGS","02081500",1998-12-04,1.52,"A"
"USGS","02081500",1998-12-05,1.51,"A"
"USGS","02081500",1998-12-06,1.52,"A"
"USGS","02081500",1998-12-07,1.52,"A"
"USGS","02081500",1998-12-08,1.54,"A"
"USGS","02081500",1998-12-09,1.76,"A"
"USGS","02081500",1998-12-10,1.71,"A"
"USGS","02081500",1998-12-11,1.65,"A"
"USGS","02081500",1998-12-12,1.65,"A"
"USGS","02081500",1998-12-13,2.64,"A"
"USGS","02081500",1998-12-14,3.38,"A"
"USGS","02081500",1998-12-15,2.66,"A"
"USGS","02081500",1998-12-16,2.53,"A"
"USGS","02081500",1998-12-17,2.66,"A"
"USGS","02081500",1998-12-18,2.47,"A"
"USGS","02081500",1998-12-19,2.13,"A"
"USGS","02081500",1998-12-20,1.92,"A"
"USGS","02081500",1998-12-21,1.81,"A"
"USGS","02081500",1998-12-22,1.73,"A"
"USGS","02081500",1998-12-23,1.68,"A"
"USGS","02081500",1998-12-24,2.04,"A"
"USGS","02081500",1998-12-25,3.19,"A"
"USGS","02081500",1998-12-26,2.82,"A"
"USGS","02081500",1998-12-27,2.6,"A"
"USGS","02081500",1998-12-28,2.49,"A"
"USGS","02081500",1998-12-29,2.48,"A"
"USGS","02081500",1998-12-30,2.45,"A"
"USGS","02081500",1998-12-31,2.34,"A"
"USGS","02081500",1999-01-01,2.17,"A"
"USGS","02081500",1999-01-02,2.03,"A"
"USGS","02081500",1999-01-03,6.66,"A"
"USGS","02081500",1999-01-04,6.55,"A"
"USGS","02081500",1999-01-05,3.17,"A"
"USGS","02081500",1999-01-06,2.83,"A"
"USGS","02081500",1999-01-07,2.69,"A"
"USGS","02081500",1999-01-08,2.6,"A"
"USGS","02081500",1999-01-09,2.52,"A"
"USGS","02081500",1999-01-10,2.43,"A"
"USGS","02081500",1999-01-11,2.29,"A"
"USGS","02081500",1999-01-12,2.19,"A"
"USGS","02081500",1999-01-13,2.11,"A"
"USGS","02081500",1999-01-14,2.12,"A"
"USGS","02081500",1999-01-15,2.32,"A"
"USGS","02081500",1999-01-16,2.66,"A"
"USGS","02081500",1999-01-17,2.63,"A"
"USGS","02081500",1999-01-18,2.97,"A"
"USGS","02081500",1999-01-19,3.04,"A"
"USGS","02081500",1999-01-20,2.79,"A"
"USGS","02081500",1999-01-21,2.64,"A"
"USGS","02081500",1999-01-22,2.55,"A"
"USGS","02081500",1999-01-23,2.49,"A"
"USGS","02081500",1999-01-24,6.76,"A"
"USGS","02081500",1999-01-25,8.38,"A"
"USGS","02081500",1999-01-26,3.73,"A"
"USGS","02081500",1999-01-27,3.07,"A"
"USGS","02081500",1999-01-28,2.9,"A"
"USGS","02081500",1999-01-29,2.78,"A"
"USGS","02081500",1999-01-30,2.68,"A"
"USGS","02081500",1999-01-31,2.6,"A"
"USGS","02081500",1999-02-01,2.53,"A"
"USGS","02081500",1999-02-02,3.03,"A"
"USGS","02081500",1999-02-03,3.36,"A"
"USGS","02081500",1999-02-04,2.95,"A"
"USGS","02081500",1999-02-05,2.81,"A"
"USGS","02081500",1999-02-06,2.71,"A"
"USGS","02081500",1999-02-07,2.63,"A"
"USGS","02081500",1999-02-08,2.58,"A"
"USGS","02081500",1999-02-09,2.52,"A"
"USGS","02081500",1999-02-10,2.45,"A"
"USGS","02081500",1999-02-11,2.38,"A"
"USGS","02081500",1999-02-12,2.36,"A"
"USGS","02081500",1999-02-13,2.44,"A"
"USGS","02081500",1999-02-14,2.45,"A"
"USGS","02081500",1999-02-15,2.36,"A"
"USGS","02081500",1999-02-16,2.27,"A"
"USGS","02081500",1999-02-17,2.21,"A"
"USGS","02081500",1999-02-18,2.39,"A"
"USGS","02081500",1999-02-19,2.97,"A"
"USGS","02081500",1999-02-20,2.97,"A"
"USGS","02081500",1999-02-21,2.86,"A"
"USGS","02081500",1999-02-22,2.7,"A"
"USGS","02081500",1999-02-23,2.58,"A"
"USGS","02081500",1999-02-24,2.5,"A"
"USGS","02081500",1999-02-25,2.44,"A"
"USGS","02081500",1999-02-26,2.4,"A"
"USGS","02081500",1999-02-27,2.35,"A"
"USGS","02081500",1999-02-28,2.34,"A"
"USGS","02081500",1999-03-01,2.45,"A"
"USGS","02081500",1999-03-02,2.45,"A"
"USGS","02081500",1999-03-03,2.35,"A"
"USGS","02081500",1999-03-04,2.25,"A"
"USGS","02081500",1999-03-05,2.18,"A"
"USGS","02081500",1999-03-06,2.15,"A"
"USGS","02081500",1999-03-07,2.12,"A"
"USGS","02081500",1999-03-08,2.07,"A"
"USGS","02081500",1999-03-09,2.03,"A"
"USGS","02081500",1999-03-10,2.05,"A"
"USGS","02081500",1999-03-11,2.06,"A"
"USGS","02081500",1999-03-12,2.04,"A"
"USGS","02081500",1999-03-13,2,"A"
"USGS","02081500",1999-03-14,2.17,"A"
"USGS","02081500",1999-03-15,5.33,"A"
"USGS","02081500",1999-03-16,3.72,"A"
"USGS","02081500",1999-03-17,3.04,"A"
"USGS","02081500",1999-03-18,2.84,"A"
"USGS","02081500",1999-03-19,2.71,"A"
"USGS","02081500",1999-03-20,2.61,"A"
"USGS","02081500",1999-03-21,3.96,"A"
"USGS","02081500",1999-03-22,6.59,"A"
"USGS","02081500",1999-03-23,3.51,"A"
"USGS","02081500",1999-03-24,3.04,"A"
"USGS","02081500",1999-03-25,2.95,"A"
"USGS","02081500",1999-03-26,2.86,"A"
"USGS","02081500",1999-03-27,2.76,"A"
"USGS","02081500",1999-03-28,2.67,"A"
"USGS","02081500",1999-03-29,2.61,"A"
"USGS","02081500",1999-03-30,2.54,"A"
"USGS","02081500",1999-03-31,2.48,"A"
"USGS","02081500",1999-04-01,3.83,"A"
"USGS","02081500",1999-04-02,5.02,"A"
"USGS","02081500",1999-04-03,3.28,"A"
"USGS","02081500",1999-04-04,2.96,"A"
"USGS","02081500",1999-04-05,2.83,"A"
"USGS","02081500",1999-04-06,2.74,"A"
"USGS","02081500",1999-04-09,2.55,"A"
"USGS","02081500",1999-04-10,2.49,"A"
"USGS","02081500",1999-04-11,3.01,"A"
"USGS","02081500",1999-04-12,3.17,"A"
"USGS","02081500",1999-04-13,2.81,"A"
"USGS","02081500",1999-04-14,2.65,"A"
"USGS","02081500",1999-04-15,2.58,"A"
"USGS","02081500",1999-04-16,2.97,"A"
"USGS","02081500",1999-04-17,2.86,"A"
"USGS","02081500",1999-04-18,2.67,"A"
"USGS","02081500",1999-04-19,2.55,"A"
"USGS","02081500",1999-04-20,2.46,"A"
"USGS","02081500",1999-04-21,2.37,"A"
"USGS","02081500",1999-04-22,2.28,"A"
"USGS","02081500",1999-04-23,2.21,"A"
"USGS","02081500",1999-04-24,2.12,"A"
"USGS","02081500",1999-04-25,2.04,"A"
"USGS","02081500",1999-04-26,2,"A"
"USGS","02081500",1999-04-27,2,"A"
"USGS","02081500",1999-04-28,2.05,"A"
"USGS","02081500",1999-04-29,2.25,"A"
"USGS","02081500",1999-04-30,5.35,"A"
"USGS","02081500",1999-05-01,3.85,"A"
"USGS","02081500",1999-05-02,2.98,"A"
"USGS","02081500",1999-05-03,2.76,"A"
"USGS","02081500",1999-05-04,2.62,"A"
"USGS","02081500",1999-05-05,2.51,"A"
"USGS","02081500",1999-05-06,2.41,"A"
