"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","Qualifier","i","LogQ","Q7","Q30"
1939-10-20,0.400768134429695,32798,10,294,1939.80079908676,1078,1940,"A",20,-0.914372237288097,0.453356563400095,NA
1939-10-21,0.400768134429695,32799,10,295,1939.80353881279,1078,1940,"A",21,-0.914372237288097,0.429084980798372,NA
1939-10-22,0.400768134429695,32800,10,296,1939.80627853881,1078,1940,"A",22,-0.914372237288097,0.41694918949751,NA
1939-10-23,0.400768134429695,32801,10,297,1939.80901826484,1078,1940,"A",23,-0.914372237288097,0.408858661963602,NA
1939-10-24,0.372451288061017,32802,10,298,1939.81175799087,1078,1940,"A",24,-0.987649020019699,0.400768134429695,NA
1939-10-25,0.372451288061017,32803,10,299,1939.81449771689,1078,1940,"A",25,-0.987649020019699,0.392677606895787,NA
1939-10-26,0.372451288061017,32804,10,300,1939.81723744292,1078,1940,"A",26,-0.987649020019699,0.388632343128833,NA
1939-10-27,0.372451288061017,32805,10,301,1939.81997716895,1078,1940,"A",27,-0.987649020019699,0.384587079361879,NA
1939-10-28,0.372451288061017,32806,10,302,1939.82271689498,1078,1940,"A",28,-0.987649020019699,0.380541815594925,NA
1939-10-29,0.372451288061017,32807,10,303,1939.825456621,1078,1940,"A",29,-0.987649020019699,0.376496551827971,NA
1939-10-30,0.372451288061017,32808,10,304,1939.82819634703,1078,1940,"A",30,-0.987649020019699,0.372451288061017,0.659395331263614
1939-10-31,0.570669212641759,32809,10,305,1939.83093607306,1078,1940,"A",31,-0.56094554955356,0.400768134429695,0.631078484894937
1939-11-01,1.70334306738885,32810,11,306,1939.83367579909,1079,1940,"A",32,0.532592830240873,0.590895531476528,0.546127945788905
1939-11-02,0.995421908171919,32811,11,307,1939.83641552511,1079,1940,"A",33,-0.00458860338465793,0.679891334349514,0.541408471394126
1939-11-03,0.712253444485145,32812,11,308,1939.83915525114,1079,1940,"A",34,-0.339321469553833,0.728434499552961,0.536688996999346
1939-11-04,0.712253444485145,32813,11,309,1939.84189497717,1079,1940,"A",35,-0.339321469553833,0.776977664756408,0.537632891878302
1939-11-05,0.995421908171919,32814,11,310,1939.8446347032,1079,1940,"A",36,-0.00458860338465793,0.865973467629394,0.549903525304729
1939-11-06,1.42017460370208,32815,11,311,1939.84737442922,1079,1940,"A",37,0.350779824407742,1.01564822700669,0.578220371673406
1939-11-07,0.995421908171919,32816,11,312,1939.85011415525,1079,1940,"A",38,-0.00458860338465793,1.076327183511,0.594266584615656
1939-11-08,0.683936598116468,32817,11,313,1939.85285388128,1079,1940,"A",39,-0.379890058468012,0.930697687900656,0.600873848768348
1939-11-09,0.7688871372225,32818,11,314,1939.85559360731,1079,1940,"A",40,-0.262811085888066,0.898335577765025,0.610312797557907
1939-11-10,0.542352366273081,32819,11,315,1939.85833333333,1079,1940,"A",41,-0.611839366505371,0.874063995163302,0.612200587315819
1939-11-11,0.514035519904404,32820,11,316,1939.86107305936,1079,1940,"A",42,-0.665462911042223,0.845747148794624,0.610312797557907
1939-11-12,0.570669212641759,32821,11,317,1939.86381278539,1079,1940,"A",43,-0.56094554955356,0.785068192290316,0.605593323163127
1939-11-13,0.429084980798372,32822,11,318,1939.86655251142,1079,1940,"A",44,-0.846100289232345,0.643483960446929,0.600873848768348
1939-11-14,0.485718673535727,32823,11,319,1939.86929223744,1079,1940,"A",45,-0.722125683723976,0.570669212641759,0.600873848768348
1939-11-15,0.485718673535727,32824,11,320,1939.87203196347,1079,1940,"A",46,-0.722125683723976,0.542352366273081,0.601817743647304
1939-11-16,0.429084980798372,32825,11,321,1939.8747716895,1079,1940,"A",47,-0.846100289232345,0.493809201069634,0.601817743647304
1939-11-17,0.400768134429695,32826,11,322,1939.87751141553,1079,1940,"A",48,-0.914372237288097,0.473582882234865,0.600873848768348
1939-11-18,0.400768134429695,32827,11,323,1939.88025114155,1079,1940,"A",49,-0.914372237288097,0.457401827167049,0.600873848768348
1939-11-19,0.34413444169234,32828,11,324,1939.88299086758,1079,1940,"A",50,-1.06672287908546,0.425039717031418,0.598986059010436
1939-11-20,0.797203983591177,32829,11,325,1939.88573059361,1079,1940,"A",51,-0.226644693677586,0.477628146001819,0.612200587315819
1939-11-21,2.49621476571182,32830,11,326,1939.88847031963,1079,1940,"A",52,0.914775490760668,0.764841873455546,0.682048808358556
1939-11-22,1.81661045286356,32831,11,327,1939.89121004566,1079,1940,"A",53,0.596972376150431,0.95496927050238,0.729243552306352
1939-11-23,1.70334306738885,32832,11,328,1939.89394977169,1079,1940,"A",54,0.532592830240873,1.13700614001531,0.77360661161728
1939-11-24,1.47680829643943,32833,11,329,1939.89668949772,1079,1940,"A",55,0.389883202599691,1.29072616315955,0.81041851189656
1939-11-25,1.22195667912134,32834,11,330,1939.89942922374,1079,1940,"A",56,0.20045340932014,1.40803881240122,0.838735358265238
1939-11-26,1.08037244727795,32835,11,331,1939.90216894977,1079,1940,"A",57,0.0773058402767674,1.51321567034202,0.862332730239136
1939-11-27,0.683936598116468,32836,11,332,1939.9049086758,1079,1940,"A",58,-0.379890058468012,1.4970346152742,0.872715573907651
1939-11-28,0.910471369065887,32837,11,333,1939.90764840183,1079,1940,"A",59,-0.0937928255962169,1.27049984432478,0.890649576607813
1939-11-29,0.825520829959855,32838,11,334,1939.91038812785,1079,1940,"A",60,-0.191740782796931,1.1289156124814,0.905751894671107
1939-11-30,0.797203983591177,32839,11,335,1939.91312785388,1079,1940,"A",61,-0.226644693677586,0.999467171938873,0.913303053702755
1939-12-01,0.655619751747791,32840,12,336,1939.91586757991,1080,1940,"A",62,-0.422174304824087,0.882154522697209,0.878378943181386
1939-12-02,0.683936598116468,32841,12,337,1939.91860730594,1080,1940,"A",63,-0.379890058468012,0.805294511125085,0.867996099512871
1939-12-03,0.797203983591177,32842,12,338,1939.92134703196,1080,1940,"A",64,-0.226644693677586,0.764841873455546,0.870827784149739
1939-12-04,0.627302905379113,32843,12,339,1939.92408675799,1080,1940,"A",65,-0.466325752327734,0.756751345921638,0.867996099512871
1939-12-05,0.655619751747791,32844,12,340,1939.92682648402,1080,1940,"A",66,-0.422174304824087,0.720343972019053,0.8566693609654
1939-12-06,0.683936598116468,32845,12,341,1939.92956621005,1080,1940,"A",67,-0.379890058468012,0.700117653184284,0.832128094112546
1939-12-07,0.627302905379113,32846,12,342,1939.93230593607,1080,1940,"A",68,-0.466325752327734,0.67584607058256,0.819857460686119
1939-12-08,0.627302905379113,32847,12,343,1939.9350456621,1080,1940,"A",69,-0.466325752327734,0.671800806815606,0.817969670928207
1939-12-09,0.655619751747791,32848,12,344,1939.93778538813,1080,1940,"A",70,-0.422174304824087,0.667755543048652,0.814194091412384
1939-12-10,0.570669212641759,32849,12,345,1939.94052511416,1080,1940,"A",71,-0.56094554955356,0.635393432913021,0.81513798629134
1939-12-11,0.429084980798372,32850,12,346,1939.94326484018,1080,1940,"A",72,-0.846100289232345,0.607076586544344,0.812306301654472
1939-12-12,0.655619751747791,32851,12,347,1939.94600456621,1080,1940,"A",73,-0.422174304824087,0.607076586544344,0.81513798629134
1939-12-13,0.542352366273081,32852,12,348,1939.94874429224,1080,1940,"A",74,-0.611839366505371,0.586850267709574,0.818913565807163
1939-12-14,0.570669212641759,32853,12,349,1939.95148401826,1080,1940,"A",75,-0.56094554955356,0.578759740175666,0.821745250444031
1939-12-15,0.598986059010436,32854,12,350,1939.95422374429,1080,1940,"A",76,-0.512516954909753,0.574714476408712,0.825520829959855
1939-12-16,0.542352366273081,32855,12,351,1939.95696347032,1080,1940,"A",77,-0.611839366505371,0.558533421340897,0.829296409475679
1939-12-17,0.542352366273081,32856,12,352,1939.95970319635,1080,1940,"A",78,-0.611839366505371,0.554488157573943,0.834015883870458
1939-12-18,0.429084980798372,32857,12,353,1939.96244292237,1080,1940,"A",79,-0.846100289232345,0.554488157573943,0.834959778749414
1939-12-19,0.655619751747791,32858,12,354,1939.9651826484,1080,1940,"A",80,-0.422174304824087,0.554488157573943,0.845342622417929
1939-12-20,0.627302905379113,32859,12,355,1939.96792237443,1080,1940,"A",81,-0.466325752327734,0.566623948874805,0.839679253144193
1939-12-21,0.797203983591177,32860,12,356,1939.97066210046,1080,1940,"A",82,-0.226644693677586,0.598986059010436,0.783045560406839
1939-12-22,0.7688871372225,32861,12,357,1939.97340182648,1080,1940,"A",83,-0.262811085888066,0.623257641612159,0.74812144988547
1939-12-23,0.683936598116468,32862,12,358,1939.97614155251,1080,1940,"A",84,-0.379890058468012,0.643483960446929,0.714141234243057
1939-12-24,0.910471369065887,32863,12,359,1939.97888127854,1080,1940,"A",85,-0.0937928255962169,0.69607238941733,0.695263336663939
1939-12-25,1.42017460370208,32864,12,360,1939.98162100457,1080,1940,"A",86,0.350779824407742,0.837656621260716,0.70187060081663
1939-12-26,1.53344198917679,32865,12,361,1939.98436073059,1080,1940,"A",87,0.427514874822912,0.963059798036287,0.716972918879925
1939-12-27,12.4920615338549,32866,12,362,1939.98710045662,1080,1940,"A",88,2.52509336526965,2.65802531638997,1.11057708340454
1939-12-28,10.3682980562041,32867,12,363,1939.98984018265,1080,1940,"A",89,2.33875288690158,4.0253244696204,1.42583797297581
1939-12-29,3.91205708414569,32868,12,364,1939.99257990868,1080,1940,"A",90,1.36406334412789,4.47434874775228,1.52872251478201
1939-12-30,2.8926506148733,32869,12,365,1939.9953196347,1080,1940,"A",91,1.0621732495592,4.78987932157468,1.59857073582475
1939-12-31,2.43958107297446,32870,12,366,1939.99805936073,1080,1940,"A",92,0.891826333160546,5.00832356499019,1.65803611319897
1940-01-01,1.95819468470695,32871,1,1,1940.00079690346,1081,1940,"A",93,0.672022969557145,5.08518357656232,1.70051138275198
1940-01-02,1.67502622102018,32872,1,2,1940.0035291439,1081,1940,"A",94,0.515828819494905,5.10540989539709,1.72977212399962
1940-01-03,1.36354091096472,32873,1,3,1940.00626138434,1081,1940,"A",95,0.310084927227953,3.5156212349842,1.75431339085247
1940-01-04,1.30690721822737,32874,1,4,1940.00899362477,1081,1940,"A",96,0.26766344377292,2.22113682955895,1.77602297306846
1940-01-05,1.19363983275266,32875,1,5,1940.01172586521,1081,1940,"A",97,0.177007321854781,1.83279150793138,1.79301308088966
1940-01-06,1.30690721822737,32876,1,6,1940.01445810565,1081,1940,"A",98,0.26766344377292,1.60625673698196,1.81566655798461
1940-01-07,0.995421908171919,32877,1,7,1940.01719034608,1081,1940,"A",99,-0.00458860338465793,1.39994828486731,1.82793719141103
1940-01-08,1.0237387545406,32878,1,8,1940.01992258652,1081,1940,"A",100,0.0234613715490811,1.26645458055783,1.84020782483746
1940-01-09,1.36354091096472,32879,1,9,1940.02265482696,1081,1940,"A",101,0.310084927227953,1.22195667912134,1.86663688144823
1940-01-10,1.10868929364663,32880,1,10,1940.0253870674,1081,1940,"A",102,0.103178501076528,1.18554930521875,1.88929035854317
1940-01-11,1.05205560090927,32881,1,11,1940.02811930783,1081,1940,"A",103,0.0507459654942251,1.14914193131617,1.90250488684855
1940-01-12,1.78829360649488,32882,1,12,1940.03085154827,1081,1940,"A",104,0.581261872719467,1.2340924704222,1.94403626152261
1940-01-13,4.67661193609997,32883,1,13,1940.03358378871,1081,1940,"A",105,1.54257390247685,1.71547885868971,2.08090101897122
1940-01-14,8.10295034670994,32884,1,14,1940.03631602914,1081,1940,"A",106,2.09222823569355,2.73084006419515,2.33103316189453
1940-01-15,19.6279068187616,32885,1,15,1940.03904826958,1081,1940,"A",107,2.97695237085352,5.38857835908386,2.96721831031082
1940-01-16,6.80037541375078,32886,1,16,1940.04178051002,1081,1940,"A",108,1.91697781856269,6.16526900233901,3.17581907856008
1940-01-17,3.71383915956494,32887,1,17,1940.04451275046,1081,1940,"A",109,1.31206615546743,6.53743326889877,3.28531088451896
1940-01-18,2.8926506148733,32888,1,18,1940.04724499089,1081,1940,"A",110,1.0621732495592,6.80037541375078,3.35987857995648
1940-01-19,2.32631368749975,32889,1,19,1940.04997723133,1081,1940,"A",111,0.84428490635335,6.8772354253229,3.41651227269383
1940-01-20,1.81661045286356,32890,1,20,1940.05270947177,1081,1940,"A",112,0.596972376150431,6.46866378486056,3.45049248833625
1940-01-21,1.59007568191414,32891,1,21,1940.0554417122,1081,1940,"A",113,0.463781613787499,5.53825311846116,3.47786543982597
1940-01-22,1.33522406459605,32892,1,22,1940.05817395264,1081,1940,"A",114,0.289099116417607,2.92501272500893,3.49957502204195
1940-01-23,1.44849145007076,32893,1,23,1940.06090619308,1081,1940,"A",115,0.370522635600774,2.16045787305464,3.51750902474212
1940-01-24,1.10868929364663,32894,1,24,1940.06363843352,1081,1940,"A",116,0.103178501076528,1.78829360649488,3.5071261810736
1940-01-25,1.53344198917679,32895,1,25,1940.06637067395,1081,1940,"A",117,0.427514874822912,1.5941209456811,3.5071261810736
1940-01-26,1.59007568191414,32896,1,26,1940.06910291439,1081,1940,"A",118,0.463781613787499,1.4889440877403,3.14372665267557
1940-01-27,1.36354091096472,32897,1,27,1940.07183515483,1081,1940,"A",119,0.310084927227953,1.42421986746903,2.84356808116759
1940-01-28,1.22195667912134,32898,1,28,1940.07456739526,1081,1940,"A",120,0.20045340932014,1.37163143849863,2.75389806766678
1940-01-29,1.19363983275266,32899,1,29,1940.0772996357,1081,1940,"A",121,0.177007321854781,1.35140511966386,2.69726437492943
1940-01-30,1.36354091096472,32900,1,30,1940.08003187614,1081,1940,"A",122,0.310084927227953,1.339269328363,2.6613963695291
1940-01-31,1.33522406459605,32901,1,31,1940.08276411658,1081,1940,"A",123,0.289099116417607,1.37163143849863,2.64063068219207
1940-02-01,1.36354091096472,32902,2,32,1940.08549635701,1082,1940,"A",124,0.310084927227953,1.34735985589691,2.63024783852356
1940-02-02,1.47680829643943,32903,2,33,1940.08822859745,1082,1940,"A",125,0.389883202599691,1.33117880082909,2.63402341803938
1940-02-03,1.78829360649488,32904,2,34,1940.09096083789,1082,1940,"A",126,0.581261872719467,1.3918577573334,2.65006963098163
1940-02-04,2.07146207018166,32905,2,35,1940.09369307832,1082,1940,"A",127,0.728254672052288,1.51321567034202,2.67933037222927
1940-02-05,3.06255169308537,32906,2,36,1940.09642531876,1082,1940,"A",128,1.1192484551032,1.78020307896098,2.73785185472453
1940-02-06,15.8617662517275,32907,2,37,1940.0991575592,1082,1940,"A",129,2.76391157518434,3.85137812764138,3.23339666617639
1940-02-07,59.4697096594907,32908,2,38,1940.10188979964,1082,1940,"A",130,4.08546710157258,12.1563046411977,5.18159569634139
1940-02-08,27.1601879528298,32909,2,39,1940.10462204007,1082,1940,"A",131,3.30175222287383,15.8415399328928,6.04148393107022
1940-02-09,9.17899050871968,32910,2,40,1940.10735428051,1082,1940,"A",132,2.21691723221525,16.9418516775042,6.31049397157266
1940-02-10,6.29067217911458,32911,2,41,1940.11008652095,1082,1940,"A",133,1.83906792972682,17.5850486164499,6.4851145241795
1940-02-11,37.6657379556091,32912,2,42,1940.11281876138,1082,1940,"A",134,3.62875087369449,22.669945171511,7.68102933581664
1940-02-12,14.3609733941876,32913,2,43,1940.11555100182,1082,1940,"A",135,2.66451434643333,24.2840054145256,8.00384138441956
1940-02-13,7.36671234112432,32914,2,44,1940.11828324226,1082,1940,"A",136,1.996971519989,23.0704262844394,7.97930011756671
1940-02-14,5.38453309531691,32915,2,45,1940.1210154827,1082,1940,"A",137,1.68353060217276,15.3439724895574,7.50452099345189
1940-02-15,4.16690870146378,32916,2,46,1940.12374772313,1082,1940,"A",138,1.42717444230439,12.0592183107909,7.41673876970899
1940-02-16,3.17581907856008,32917,2,47,1940.12647996357,1082,1940,"A",139,1.15556557657342,11.2016223921966,7.39880476700882
1940-02-17,2.80770007576727,32918,2,48,1940.12921220401,1082,1940,"A",140,1.03236566983471,10.7040549488613,7.39597308237196
1940-02-18,4.25185924056981,32919,2,49,1940.13194444444,1082,1940,"A",141,1.4473563556443,5.93064370385569,7.46015793414096
1940-02-19,30.8696948271265,32920,2,50,1940.13467668488,1082,1940,"A",142,3.42977495272262,8.28903247998981,8.42859407994973
1940-02-20,17.3342422628988,32921,2,51,1940.13740892532,1082,1940,"A",143,2.85268386678264,9.71296532595759,8.95339963264921
1940-02-21,17.5607770338482,32922,2,52,1940.14014116576,1082,1940,"A",144,2.8656678374471,11.4524287457478,9.49425139829095
1940-02-22,8.8958220450329,32923,2,53,1940.14287340619,1082,1940,"A",145,2.18558173337749,12.1279877948291,9.74249575145635
1940-02-23,5.83760263721575,32924,2,54,1940.14560564663,1082,1940,"A",146,1.76432020523287,12.5082425889227,9.90012619624199
1940-02-24,4.53502770425659,32925,2,55,1940.14833788707,1082,1940,"A",147,1.51183119253556,12.7550036787069,10.0001790534113
1940-02-25,4.36512662604452,32926,2,56,1940.1510701275,1082,1940,"A",148,1.4736471982739,12.7711847337747,10.092680751549
1940-02-26,4.25185924056981,32927,2,57,1940.15380236794,1082,1940,"A",149,1.4473563556443,8.96863679283807,10.1889580292025
1940-02-27,3.17581907856008,32928,2,58,1940.15653460838,1082,1940,"A",150,1.15556557657342,6.94600490936112,10.2540867758505
1940-02-28,3.5156212349842,32929,2,59,1940.15926684882,1082,1940,"A",151,1.25721624790635,4.93955408095198,10.3314861559248
1940-02-29,4.16690870146378,32930,2,60,1940.16199908925,1082,1940,"A",152,1.42717444230439,4.26399503187068,10.4249317489415
1940-03-01,3.37403700314082,32931,3,61,1940.16473132969,1083,1940,"A",153,1.21610995120674,3.91205708414569,10.4928921802263
1940-03-02,2.83601692213595,32932,3,62,1940.16746357013,1083,1940,"A",154,1.04240057555474,3.66934125812845,10.541974713932
1940-03-03,2.72274953666124,32933,3,63,1940.17019581056,1083,1940,"A",155,1.00164222880056,3.43471595964512,10.5835060886061
1940-03-04,16.2015684081517,32934,3,64,1940.172928051,1083,1940,"A",156,2.78510805287004,5.14181726929967,11.0639485819946
1940-03-05,9.12235681598232,32935,3,65,1940.17566029144,1083,1940,"A",157,2.2107281935059,5.99132266035999,11.2989784068547
1940-03-06,5.10136463163014,32936,3,66,1940.17839253188,1083,1940,"A",158,1.62950807876796,6.21785743130941,11.3669388381395
1940-03-07,3.71383915956494,32937,3,67,1940.18112477231,1083,1940,"A",159,1.31206615546743,6.15313321103815,10.9620079350674
1940-03-08,3.03423484671669,32938,3,68,1940.18385701275,1083,1940,"A",160,1.10995928291316,6.1045900458347,9.08082544130826
1940-03-09,2.75106638302991,32939,3,69,1940.18658925319,1083,1940,"A",161,1.01198861216018,6.09245425453384,8.26718805564826
1940-03-10,2.2696799947624,32940,3,70,1940.18932149362,1083,1940,"A",162,0.819638850085591,6.02773003426258,8.03687770518302
1940-03-11,2.07146207018166,32941,3,71,1940.19205373406,1083,1940,"A",163,0.728254672052288,4.00914341455258,7.89623736821859
1940-03-12,2.18472945565637,32942,3,72,1940.1947859745,1083,1940,"A",164,0.781492001959787,3.01805379164887,6.71353708488683
1940-03-13,2.21304630202505,32943,3,73,1940.19751821494,1083,1940,"A",165,0.794369983590679,2.60543688741957,6.30860618181475
1940-03-14,4.81819616794336,32944,3,74,1940.20025045537,1083,1940,"A",166,1.57239961900171,2.76320217433078,6.22365564270871
1940-03-15,36.8162325645488,32945,3,75,1940.20298269581,1083,1940,"A",167,3.60593885021539,7.58920184830679,7.27137895834978
1940-03-16,11.4160213718452,32946,3,76,1940.20571493625,1083,1940,"A",168,2.43501775226854,8.82705256099469,7.51301604736249
1940-03-17,6.12077110090252,32947,3,77,1940.20844717668,1083,1940,"A",169,1.81168808546679,9.37720843330042,7.61118111477391
1940-03-18,4.45007716515056,32948,3,78,1940.21117941712,1083,1940,"A",170,1.49292143651108,9.71701058972454,7.66592701775335
1940-03-19,3.71383915956494,32949,3,79,1940.21391165756,1083,1940,"A",171,1.31206615546743,9.93545483314005,7.64799301505319
1940-03-20,3.17581907856008,32950,3,80,1940.216643898,1083,1940,"A",172,1.15556557657342,10.0729938012165,6.7248638234343
1940-03-21,2.75106638302991,32951,3,81,1940.21937613843,1083,1940,"A",173,1.01198861216018,9.77768954622885,6.23875796077201
1940-03-22,2.43958107297446,32952,3,82,1940.22210837887,1083,1940,"A",174,0.891826333160546,4.86673933314681,5.73471809540955
1940-03-23,2.09977891655034,32953,3,83,1940.22484061931,1083,1940,"A",175,0.741832061354104,3.53584755381897,5.50818332446013
1940-03-24,1.98651153107563,32954,3,84,1940.22757285974,1083,1940,"A",176,0.68638010097534,2.9452390438437,5.37981362092213
1940-03-25,2.21304630202505,32955,3,85,1940.23030510018,1083,1940,"A",177,0.794369983590679,2.62566320625434,5.30241424084775
1940-03-26,2.80770007576727,32956,3,86,1940.23303734062,1083,1940,"A",178,1.03236566983471,2.49621476571182,5.25050002250517
1940-03-27,2.8926506148733,32957,3,87,1940.23576958106,1083,1940,"A",179,1.0621732495592,2.45576212804228,5.20519306831529
1940-03-28,2.60948215118653,32958,3,88,1940.23850182149,1083,1940,"A",180,0.959151792141755,2.43553580920751,5.18631517073617
1940-03-29,2.2696799947624,32959,3,89,1940.24123406193,1083,1940,"A",181,0.819638850085591,2.41126422660579,5.14478379606211
1940-03-30,2.38294738023711,32960,3,90,1940.24396630237,1083,1940,"A",182,0.868338116562322,2.45171686427533,5.08531841868788
1940-03-31,4.25185924056981,32961,3,91,1940.24669854281,1083,1940,"A",183,1.4473563556443,2.77533796563164,5.11457915993552
1940-04-01,3.23245277129743,32962,4,92,1940.24943078324,1084,1940,"A",184,1.1732412209763,2.92096746124198,5.1277936882409
1940-04-02,2.43958107297446,32963,4,93,1940.25216302368,1084,1940,"A",185,0.891826333160546,2.86837903227158,5.11835473945134
1940-04-03,2.0148283774443,32964,4,94,1940.25489526412,1084,1940,"A",186,0.700534019287048,2.74297585549601,4.64546340509443
1940-04-04,1.98651153107563,32965,4,95,1940.25762750455,1084,1940,"A",187,0.68638010097534,2.65398005262302,4.40760189559754
1940-04-05,1.78829360649488,32966,4,96,1940.26035974499,1084,1940,"A",188,0.581261872719467,2.5852105685848,4.2971661947597
1940-04-06,1.59007568191414,32967,4,97,1940.26309198543,1084,1940,"A",189,0.463781613787499,2.4719431831101,4.226374078838
1940-04-07,1.42017460370208,32968,4,98,1940.26582422587,1084,1940,"A",190,0.350779824407742,2.0674168064147,4.17257207073752
1940-04-08,2.24136314839372,32969,4,99,1940.2685564663,1084,1940,"A",191,0.807084229166519,1.92583257457132,4.15558196291631
1940-04-09,8.72592096682084,32970,4,100,1940.27128870674,1084,1940,"A",192,2.16629801745445,2.82388113083509,4.37078999531826
1940-04-10,4.93146355341807,32971,4,101,1940.27402094718,1084,1940,"A",193,1.59563581081745,3.24054329883134,4.46612337809281
1940-04-11,2.83601692213595,32972,4,102,1940.27675318761,1084,1940,"A",194,1.04240057555474,3.36190121183995,4.48783296030879
1940-04-12,3.99700762325172,32973,4,103,1940.27948542805,1084,1940,"A",195,1.38554598697073,3.67743178566236,4.54729833768301
1940-04-13,23.5073147712704,32974,4,104,1940.28221766849,1084,1940,"A",196,3.1573116395792,6.80846594128468,5.17026895779392
1940-04-14,8.44275250313406,32975,4,105,1940.28494990893,1084,1940,"A",197,2.1333083814041,7.81169135548925,4.22448628908009
1940-04-15,5.18631517073617,32976,4,106,1940.28768214936,1084,1940,"A",198,1.64602345864743,8.23239878725246,4.01682941570979
1940-04-16,3.57225492772156,32977,4,107,1940.2904143898,1084,1940,"A",199,1.27319702881076,7.49616078166685,3.93187887660376
1940-04-17,2.83601692213595,32978,4,108,1940.29314663024,1084,1940,"A",200,1.04240057555474,7.19681126291226,3.87807686850327
1940-04-18,2.41126422660579,32979,4,109,1940.29587887067,1084,1940,"A",201,0.880151185316109,7.13613230640795,3.8346577040713
1940-04-19,3.99700762325172,32980,4,110,1940.29861111111,1084,1940,"A",202,1.38554598697073,7.13613230640795,3.86203065556102
1940-04-20,99.1132945756389,32981,4,111,1940.30134335155,1084,1940,"A",203,4.59626358547282,17.9369865641749,7.07410492864799
1940-04-21,22.0914724528365,32982,4,112,1940.30407559199,1084,1940,"A",204,3.09519167219726,19.8868036998467,7.7291679746434
1940-04-22,8.15958403944729,32983,4,113,1940.30680783242,1084,1940,"A",205,2.09919319211879,20.3115563953768,7.93116147873996
1940-04-23,5.0164140925241,32984,4,114,1940.30954007286,1084,1940,"A",206,1.61271535425416,20.5178648474915,8.03215823078824
1940-04-24,8.81087150592687,32985,4,115,1940.3122723133,1084,1940,"A",207,2.17598635740825,21.3714155023188,8.25208573758497
1940-04-25,7.36671234112432,32986,4,116,1940.31500455373,1084,1940,"A",208,1.996971519989,22.0793366615357,8.40405281309687
1940-04-26,5.0164140925241,32987,4,117,1940.31773679417,1084,1940,"A",209,1.61271535425416,22.224966157146,8.47484492901856
1940-04-27,3.60057177409024,32988,4,118,1940.32046903461,1084,1940,"A",210,1.28109265898671,8.5802914712105,8.50788124978202
1940-04-28,2.83601692213595,32989,4,119,1940.32320127505,1084,1940,"A",211,1.04240057555474,5.82951210968184,8.52675914736114
1940-04-29,2.43958107297446,32990,4,120,1940.32593351548,1084,1940,"A",212,0.891826333160546,5.01236882875715,8.52864693711905
1940-04-30,2.21304630202505,32991,4,121,1940.32866575592,1084,1940,"A",213,0.794369983590679,4.61188771582871,8.46068650583423
1940-05-01,1.98651153107563,32992,5,122,1940.33139799636,1085,1940,"A",214,0.68638010097534,3.63697914799282,8.41915513116017
1940-05-02,2.12809576291901,32993,5,123,1940.33413023679,1085,1940,"A",215,0.755227571838583,2.88860535110635,8.40877228749165
