"agency_cd","site_no","Date","X_00065_00003","X_00065_00003_cd"
"USGS","02087275",1997-12-20,4.76,"A"
"USGS","02087275",1997-12-21,4.74,"A"
"USGS","02087275",1997-12-22,5.6,"A"
"USGS","02087275",1997-12-23,5.93,"A"
"USGS","02087275",1997-12-24,5.87,"A"
"USGS","02087275",1997-12-25,6.29,"A"
"USGS","02087275",1997-12-26,5.88,"A"
"USGS","02087275",1997-12-27,6.55,"A"
"USGS","02087275",1997-12-28,6.69,"A"
"USGS","02087275",1997-12-29,6.07,"A"
"USGS","02087275",1997-12-30,5.99,"A"
"USGS","02087275",1997-12-31,5.78,"A"
"USGS","02087275",1998-01-01,5.61,"A"
"USGS","02087275",1998-01-02,5.52,"A"
"USGS","02087275",1998-01-03,5.4,"A"
"USGS","02087275",1998-01-04,5.28,"A"
"USGS","02087275",1998-01-05,5.21,"A"
"USGS","02087275",1998-01-06,5.27,"A"
"USGS","02087275",1998-01-07,5.41,"A"
"USGS","02087275",1998-01-08,7.11,"A"
"USGS","02087275",1998-01-09,6.98,"A"
"USGS","02087275",1998-01-10,6.27,"A"
"USGS","02087275",1998-01-11,5.92,"A"
"USGS","02087275",1998-01-12,5.72,"A"
"USGS","02087275",1998-01-13,5.68,"A"
"USGS","02087275",1998-01-14,5.56,"A"
"USGS","02087275",1998-01-15,6.07,"A"
"USGS","02087275",1998-01-16,9.45,"A"
"USGS","02087275",1998-01-17,9.97,"A"
"USGS","02087275",1998-01-18,7.75,"A"
"USGS","02087275",1998-01-19,7.67,"A"
"USGS","02087275",1998-01-20,7.93,"A"
"USGS","02087275",1998-01-21,7.17,"A"
"USGS","02087275",1998-01-22,6.53,"A"
"USGS","02087275",1998-01-23,8.46,"A"
"USGS","02087275",1998-01-24,8.78,"A"
"USGS","02087275",1998-01-25,7.54,"A"
"USGS","02087275",1998-01-26,6.75,"A"
"USGS","02087275",1998-01-27,8.06,"A"
"USGS","02087275",1998-01-28,11.26,"A"
"USGS","02087275",1998-01-29,9.06,"A"
"USGS","02087275",1998-01-30,7.7,"A"
"USGS","02087275",1998-01-31,6.86,"A"
"USGS","02087275",1998-02-01,6.29,"A"
"USGS","02087275",1998-02-02,5.96,"A"
"USGS","02087275",1998-02-03,6.06,"A"
"USGS","02087275",1998-02-04,12.09,"A"
"USGS","02087275",1998-02-05,10.78,"A"
"USGS","02087275",1998-02-06,8.76,"A"
"USGS","02087275",1998-02-07,7.5,"A"
"USGS","02087275",1998-02-08,6.8,"A"
"USGS","02087275",1998-02-09,6.32,"A"
"USGS","02087275",1998-02-10,6.06,"A"
"USGS","02087275",1998-02-11,6.01,"A"
"USGS","02087275",1998-02-12,6.06,"A"
"USGS","02087275",1998-02-13,5.85,"A"
"USGS","02087275",1998-02-14,5.73,"A"
"USGS","02087275",1998-02-15,5.57,"A"
"USGS","02087275",1998-02-16,5.82,"A"
"USGS","02087275",1998-02-17,11.09,"A"
"USGS","02087275",1998-02-18,9.4,"A"
"USGS","02087275",1998-02-19,7.78,"A"
"USGS","02087275",1998-02-20,6.93,"A"
"USGS","02087275",1998-02-21,6.4,"A"
"USGS","02087275",1998-02-22,6.12,"A"
"USGS","02087275",1998-02-23,6.48,"A"
"USGS","02087275",1998-02-24,6.41,"A"
"USGS","02087275",1998-02-25,6.08,"A"
"USGS","02087275",1998-02-26,5.89,"A"
"USGS","02087275",1998-02-27,5.74,"A"
"USGS","02087275",1998-02-28,5.64,"A"
"USGS","02087275",1998-03-01,5.58,"A"
"USGS","02087275",1998-03-02,5.52,"A"
"USGS","02087275",1998-03-03,5.47,"A"
"USGS","02087275",1998-03-04,5.38,"A"
"USGS","02087275",1998-03-05,5.31,"A"
"USGS","02087275",1998-03-06,5.25,"A"
"USGS","02087275",1998-03-07,5.24,"A"
"USGS","02087275",1998-03-08,7.19,"A"
"USGS","02087275",1998-03-09,10.9,"A"
"USGS","02087275",1998-03-10,8.36,"A"
"USGS","02087275",1998-03-11,7.05,"A"
"USGS","02087275",1998-03-12,6.38,"A"
"USGS","02087275",1998-03-13,6.03,"A"
"USGS","02087275",1998-03-14,5.83,"A"
"USGS","02087275",1998-03-15,5.66,"A"
"USGS","02087275",1998-03-16,5.54,"A"
"USGS","02087275",1998-03-17,5.56,"A"
"USGS","02087275",1998-03-18,8.17,"A"
"USGS","02087275",1998-03-19,14.59,"A"
"USGS","02087275",1998-03-20,11.08,"A"
"USGS","02087275",1998-03-21,10.25,"A"
"USGS","02087275",1998-03-22,8.98,"A"
"USGS","02087275",1998-03-23,7.78,"A"
"USGS","02087275",1998-03-24,7.2,"A"
"USGS","02087275",1998-03-25,6.71,"A"
"USGS","02087275",1998-03-26,6.21,"A"
"USGS","02087275",1998-03-27,5.94,"A"
"USGS","02087275",1998-03-28,5.77,"A"
"USGS","02087275",1998-03-29,5.63,"A"
"USGS","02087275",1998-03-30,5.54,"A"
"USGS","02087275",1998-03-31,5.46,"A"
"USGS","02087275",1998-04-01,5.5,"A"
"USGS","02087275",1998-04-02,5.5,"A"
"USGS","02087275",1998-04-03,5.43,"A"
"USGS","02087275",1998-04-04,6.16,"A"
"USGS","02087275",1998-04-05,5.89,"A"
"USGS","02087275",1998-04-06,5.67,"A"
"USGS","02087275",1998-04-07,5.51,"A"
"USGS","02087275",1998-04-08,5.41,"A"
"USGS","02087275",1998-04-09,6.46,"A"
"USGS","02087275",1998-04-10,6.35,"A"
"USGS","02087275",1998-04-11,5.95,"A"
"USGS","02087275",1998-04-12,5.67,"A"
"USGS","02087275",1998-04-13,5.48,"A"
"USGS","02087275",1998-04-14,5.39,"A"
"USGS","02087275",1998-04-15,5.33,"A"
"USGS","02087275",1998-04-16,5.24,"A"
"USGS","02087275",1998-04-17,5.47,"A"
"USGS","02087275",1998-04-18,5.45,"A"
"USGS","02087275",1998-04-19,5.39,"A"
"USGS","02087275",1998-04-20,5.48,"A"
"USGS","02087275",1998-04-21,5.31,"A"
"USGS","02087275",1998-04-22,5.22,"A"
"USGS","02087275",1998-04-23,5.25,"A"
"USGS","02087275",1998-04-24,5.19,"A"
"USGS","02087275",1998-04-25,5.04,"A"
"USGS","02087275",1998-04-26,4.94,"A"
"USGS","02087275",1998-04-27,4.87,"A"
"USGS","02087275",1998-04-28,4.85,"A"
"USGS","02087275",1998-04-29,4.77,"A"
"USGS","02087275",1998-04-30,4.73,"A"
"USGS","02087275",1998-05-01,4.76,"A"
"USGS","02087275",1998-05-02,4.9,"A"
"USGS","02087275",1998-05-03,4.94,"A"
"USGS","02087275",1998-05-04,5.11,"A"
"USGS","02087275",1998-05-05,4.96,"A"
"USGS","02087275",1998-05-06,4.85,"A"
"USGS","02087275",1998-05-07,4.88,"A"
"USGS","02087275",1998-05-08,5.72,"A"
"USGS","02087275",1998-05-09,5.65,"A"
"USGS","02087275",1998-05-10,5.45,"A"
"USGS","02087275",1998-05-11,6.49,"A"
"USGS","02087275",1998-05-12,6.24,"A"
"USGS","02087275",1998-05-13,5.83,"A"
"USGS","02087275",1998-05-14,5.59,"A"
"USGS","02087275",1998-05-15,5.34,"A"
"USGS","02087275",1998-05-16,5.13,"A"
"USGS","02087275",1998-05-17,4.99,"A"
"USGS","02087275",1998-05-18,4.88,"A"
"USGS","02087275",1998-05-19,4.77,"A"
"USGS","02087275",1998-05-20,4.69,"A"
"USGS","02087275",1998-05-21,4.64,"A"
"USGS","02087275",1998-05-22,4.58,"A"
"USGS","02087275",1998-05-23,5.32,"A"
"USGS","02087275",1998-05-24,5.41,"A"
"USGS","02087275",1998-05-25,5.09,"A"
"USGS","02087275",1998-05-26,4.96,"A"
"USGS","02087275",1998-05-27,5.34,"A"
"USGS","02087275",1998-05-28,5.11,"A"
"USGS","02087275",1998-05-29,5.05,"A"
"USGS","02087275",1998-05-30,4.95,"A"
"USGS","02087275",1998-05-31,4.86,"A"
"USGS","02087275",1998-06-01,4.74,"A"
"USGS","02087275",1998-06-02,4.63,"A"
"USGS","02087275",1998-06-03,4.71,"A"
"USGS","02087275",1998-06-04,5.36,"A"
"USGS","02087275",1998-06-05,5.75,"A"
"USGS","02087275",1998-06-06,5.6,"A"
"USGS","02087275",1998-06-07,5.46,"A"
"USGS","02087275",1998-06-08,5.27,"A"
"USGS","02087275",1998-06-09,5.06,"A"
"USGS","02087275",1998-06-10,5.01,"A"
"USGS","02087275",1998-06-11,5.01,"A"
"USGS","02087275",1998-06-12,4.92,"A"
"USGS","02087275",1998-06-13,4.83,"A"
"USGS","02087275",1998-06-14,4.7,"A"
"USGS","02087275",1998-06-15,6.05,"A"
"USGS","02087275",1998-06-16,5.67,"A"
"USGS","02087275",1998-06-17,5.3,"A"
"USGS","02087275",1998-06-18,5.04,"A"
"USGS","02087275",1998-06-19,4.87,"A"
"USGS","02087275",1998-06-20,4.75,"A"
"USGS","02087275",1998-06-21,4.64,"A"
"USGS","02087275",1998-06-22,4.57,"A"
"USGS","02087275",1998-06-23,4.53,"A"
"USGS","02087275",1998-06-24,4.54,"A"
"USGS","02087275",1998-06-25,4.49,"A"
"USGS","02087275",1998-06-26,4.46,"A"
"USGS","02087275",1998-06-27,4.42,"A"
"USGS","02087275",1998-06-28,4.4,"A"
"USGS","02087275",1998-06-29,4.45,"A"
"USGS","02087275",1998-06-30,4.51,"A"
"USGS","02087275",1998-07-01,4.6,"A"
"USGS","02087275",1998-07-02,4.47,"A"
"USGS","02087275",1998-07-03,4.4,"A"
"USGS","02087275",1998-07-04,4.53,"A"
"USGS","02087275",1998-07-05,6.63,"A"
"USGS","02087275",1998-07-06,5.29,"A"
"USGS","02087275",1998-07-07,4.97,"A"
"USGS","02087275",1998-07-08,4.86,"A"
"USGS","02087275",1998-07-09,5.03,"A"
"USGS","02087275",1998-07-10,4.86,"A"
"USGS","02087275",1998-07-11,4.69,"A"
"USGS","02087275",1998-07-12,4.58,"A"
"USGS","02087275",1998-07-13,4.52,"A"
"USGS","02087275",1998-07-14,4.46,"A"
"USGS","02087275",1998-07-15,4.43,"A"
"USGS","02087275",1998-07-16,4.43,"A"
"USGS","02087275",1998-07-17,4.61,"A"
"USGS","02087275",1998-07-18,5,"A"
"USGS","02087275",1998-07-19,4.93,"A"
"USGS","02087275",1998-07-20,4.91,"A"
"USGS","02087275",1998-07-21,4.76,"A"
"USGS","02087275",1998-07-22,4.62,"A"
"USGS","02087275",1998-07-23,4.53,"A"
"USGS","02087275",1998-07-24,4.46,"A"
"USGS","02087275",1998-07-25,4.81,"A"
"USGS","02087275",1998-07-26,5.35,"A"
"USGS","02087275",1998-07-27,4.92,"A"
"USGS","02087275",1998-07-28,5.27,"A"
"USGS","02087275",1998-07-29,4.99,"A"
"USGS","02087275",1998-07-30,5.13,"A"
"USGS","02087275",1998-07-31,5.73,"A"
"USGS","02087275",1998-08-01,5.27,"A"
"USGS","02087275",1998-08-02,4.98,"A"
"USGS","02087275",1998-08-03,4.79,"A"
"USGS","02087275",1998-08-04,4.64,"A"
"USGS","02087275",1998-08-05,4.63,"A"
"USGS","02087275",1998-08-06,4.68,"A"
"USGS","02087275",1998-08-07,4.72,"A"
"USGS","02087275",1998-08-08,5.94,"A"
"USGS","02087275",1998-08-09,4.97,"A"
"USGS","02087275",1998-08-10,4.98,"A"
"USGS","02087275",1998-08-11,5.19,"A"
"USGS","02087275",1998-08-12,5.05,"A"
"USGS","02087275",1998-08-13,4.88,"A"
"USGS","02087275",1998-08-14,4.75,"A"
"USGS","02087275",1998-08-15,4.64,"A"
"USGS","02087275",1998-08-16,5.1,"A"
"USGS","02087275",1998-08-17,7.88,"A"
"USGS","02087275",1998-08-18,6.4,"A"
"USGS","02087275",1998-08-19,5.73,"A"
"USGS","02087275",1998-08-20,5.43,"A"
"USGS","02087275",1998-08-21,5.24,"A"
"USGS","02087275",1998-08-22,5.1,"A"
"USGS","02087275",1998-08-23,5.02,"A"
"USGS","02087275",1998-08-24,4.96,"A"
"USGS","02087275",1998-08-25,4.85,"A"
"USGS","02087275",1998-08-26,4.9,"A"
"USGS","02087275",1998-08-27,5.35,"A"
"USGS","02087275",1998-08-28,4.89,"A"
"USGS","02087275",1998-08-29,4.66,"A"
"USGS","02087275",1998-08-30,4.73,"A"
"USGS","02087275",1998-08-31,4.59,"A"
"USGS","02087275",1998-09-01,4.57,"A"
"USGS","02087275",1998-09-02,4.5,"A"
"USGS","02087275",1998-09-03,4.92,"A"
"USGS","02087275",1998-09-04,7.34,"A"
"USGS","02087275",1998-09-05,6.01,"A"
"USGS","02087275",1998-09-06,5.51,"A"
"USGS","02087275",1998-09-07,5.2,"A"
"USGS","02087275",1998-09-08,5.17,"A"
"USGS","02087275",1998-09-09,5.14,"A"
"USGS","02087275",1998-09-10,4.88,"A"
"USGS","02087275",1998-09-11,4.75,"A"
"USGS","02087275",1998-09-12,4.64,"A"
"USGS","02087275",1998-09-13,4.61,"A"
"USGS","02087275",1998-09-14,4.58,"A"
"USGS","02087275",1998-09-15,4.51,"A"
"USGS","02087275",1998-09-16,4.45,"A"
"USGS","02087275",1998-09-17,4.4,"A"
"USGS","02087275",1998-09-18,4.43,"A"
"USGS","02087275",1998-09-19,4.6,"A"
"USGS","02087275",1998-09-20,4.72,"A"
"USGS","02087275",1998-09-21,4.78,"A"
"USGS","02087275",1998-09-22,4.76,"A"
"USGS","02087275",1998-09-23,4.62,"A"
"USGS","02087275",1998-09-24,4.5,"A"
"USGS","02087275",1998-09-25,4.43,"A"
"USGS","02087275",1998-09-26,4.4,"A"
"USGS","02087275",1998-09-27,4.38,"A"
"USGS","02087275",1998-09-28,4.36,"A"
"USGS","02087275",1998-09-29,4.34,"A"
"USGS","02087275",1998-09-30,4.45,"A"
"USGS","02087275",1998-10-01,4.39,"A"
"USGS","02087275",1998-10-02,4.52,"A"
"USGS","02087275",1998-10-03,4.53,"A"
"USGS","02087275",1998-10-04,4.66,"A"
"USGS","02087275",1998-10-05,4.59,"A"
"USGS","02087275",1998-10-06,4.49,"A"
"USGS","02087275",1998-10-07,4.43,"A"
"USGS","02087275",1998-10-08,5.97,"A"
"USGS","02087275",1998-10-09,6.57,"A"
"USGS","02087275",1998-10-10,5.89,"A"
"USGS","02087275",1998-10-11,5.54,"A"
"USGS","02087275",1998-10-12,5.32,"A"
"USGS","02087275",1998-10-13,5.07,"A"
"USGS","02087275",1998-10-14,4.88,"A"
"USGS","02087275",1998-10-15,4.73,"A"
"USGS","02087275",1998-10-16,4.63,"A"
"USGS","02087275",1998-10-17,4.55,"A"
"USGS","02087275",1998-10-18,4.51,"A"
"USGS","02087275",1998-10-19,4.49,"A"
"USGS","02087275",1998-10-20,4.49,"A"
"USGS","02087275",1998-10-21,4.44,"A"
"USGS","02087275",1998-10-22,4.41,"A"
"USGS","02087275",1998-10-23,4.4,"A"
"USGS","02087275",1998-10-24,4.37,"A"
"USGS","02087275",1998-10-25,4.37,"A"
"USGS","02087275",1998-10-28,4.35,"A"
"USGS","02087275",1998-10-29,4.35,"A"
"USGS","02087275",1998-10-30,4.35,"A"
"USGS","02087275",1998-10-31,4.35,"A"
"USGS","02087275",1998-11-01,4.34,"A"
"USGS","02087275",1998-11-02,4.35,"A"
"USGS","02087275",1998-11-03,5.42,"A"
"USGS","02087275",1998-11-04,5.66,"A"
"USGS","02087275",1998-11-05,5.27,"A"
"USGS","02087275",1998-11-06,5.01,"A"
"USGS","02087275",1998-11-07,4.82,"A"
"USGS","02087275",1998-11-08,4.72,"A"
"USGS","02087275",1998-11-09,4.66,"A"
"USGS","02087275",1998-11-10,4.59,"A"
"USGS","02087275",1998-11-11,4.59,"A"
"USGS","02087275",1998-11-12,4.59,"A"
"USGS","02087275",1998-11-13,4.53,"A"
"USGS","02087275",1998-11-14,4.56,"A"
"USGS","02087275",1998-11-15,4.9,"A"
"USGS","02087275",1998-11-16,4.9,"A"
"USGS","02087275",1998-11-17,5.22,"A"
"USGS","02087275",1998-11-18,5,"A"
"USGS","02087275",1998-11-19,4.84,"A"
"USGS","02087275",1998-11-20,4.75,"A"
"USGS","02087275",1998-11-21,4.69,"A"
"USGS","02087275",1998-11-22,4.62,"A"
"USGS","02087275",1998-11-23,4.57,"A"
"USGS","02087275",1998-11-24,4.54,"A"
"USGS","02087275",1998-11-25,4.5,"A"
"USGS","02087275",1998-11-26,4.75,"A"
"USGS","02087275",1998-11-27,4.65,"A"
"USGS","02087275",1998-11-28,4.58,"A"
"USGS","02087275",1998-11-29,4.54,"A"
"USGS","02087275",1998-11-30,4.52,"A"
"USGS","02087275",1998-12-01,4.51,"A"
"USGS","02087275",1998-12-02,4.51,"A"
"USGS","02087275",1998-12-03,4.48,"A"
"USGS","02087275",1998-12-04,4.46,"A"
"USGS","02087275",1998-12-05,4.45,"A"
"USGS","02087275",1998-12-06,4.46,"A"
"USGS","02087275",1998-12-07,4.46,"A"
"USGS","02087275",1998-12-08,4.46,"A"
"USGS","02087275",1998-12-09,4.48,"A"
"USGS","02087275",1998-12-10,4.45,"A"
"USGS","02087275",1998-12-11,4.44,"A"
"USGS","02087275",1998-12-12,4.43,"A"
"USGS","02087275",1998-12-13,5.51,"A"
"USGS","02087275",1998-12-14,5.48,"A"
"USGS","02087275",1998-12-15,5.14,"A"
"USGS","02087275",1998-12-16,5.74,"A"
"USGS","02087275",1998-12-17,5.54,"A"
"USGS","02087275",1998-12-18,5.26,"A"
"USGS","02087275",1998-12-19,5.06,"A"
"USGS","02087275",1998-12-20,4.94,"A"
"USGS","02087275",1998-12-21,4.85,"A"
"USGS","02087275",1998-12-22,4.79,"A"
"USGS","02087275",1998-12-23,5.02,"A"
"USGS","02087275",1998-12-24,6.71,"A"
"USGS","02087275",1998-12-25,7.07,"A"
"USGS","02087275",1998-12-26,6.14,"A"
"USGS","02087275",1998-12-27,5.65,"A"
"USGS","02087275",1998-12-28,5.39,"A"
"USGS","02087275",1998-12-29,5.21,"A"
"USGS","02087275",1998-12-30,5.09,"A"
"USGS","02087275",1998-12-31,4.94,"A"
"USGS","02087275",1999-01-01,4.85,"A"
"USGS","02087275",1999-01-02,4.87,"A"
"USGS","02087275",1999-01-03,9.87,"A"
"USGS","02087275",1999-01-04,8.11,"A"
"USGS","02087275",1999-01-05,6.82,"A"
"USGS","02087275",1999-01-06,6.07,"A"
"USGS","02087275",1999-01-07,5.67,"A"
"USGS","02087275",1999-01-08,5.44,"A"
"USGS","02087275",1999-01-09,5.29,"A"
"USGS","02087275",1999-01-10,5.22,"A"
"USGS","02087275",1999-01-11,5.27,"A"
"USGS","02087275",1999-01-12,5.23,"A"
"USGS","02087275",1999-01-13,5.06,"A"
"USGS","02087275",1999-01-14,4.95,"A"
"USGS","02087275",1999-01-15,5.64,"A"
"USGS","02087275",1999-01-16,5.5,"A"
"USGS","02087275",1999-01-17,5.34,"A"
"USGS","02087275",1999-01-18,6.02,"A"
"USGS","02087275",1999-01-19,6.43,"A"
"USGS","02087275",1999-01-20,6.09,"A"
"USGS","02087275",1999-01-21,5.75,"A"
"USGS","02087275",1999-01-22,5.51,"A"
"USGS","02087275",1999-01-23,5.67,"A"
"USGS","02087275",1999-01-24,10.33,"A"
"USGS","02087275",1999-01-25,9.28,"A"
"USGS","02087275",1999-01-26,7.77,"A"
"USGS","02087275",1999-01-27,6.83,"A"
"USGS","02087275",1999-01-28,6.16,"A"
"USGS","02087275",1999-01-29,5.77,"A"
"USGS","02087275",1999-01-30,5.53,"A"
"USGS","02087275",1999-01-31,5.33,"A"
"USGS","02087275",1999-02-01,5.29,"A"
"USGS","02087275",1999-02-02,5.76,"A"
"USGS","02087275",1999-02-03,5.74,"A"
"USGS","02087275",1999-02-04,5.63,"A"
"USGS","02087275",1999-02-05,5.45,"A"
"USGS","02087275",1999-02-06,5.31,"A"
"USGS","02087275",1999-02-07,5.2,"A"
"USGS","02087275",1999-02-08,5.11,"A"
"USGS","02087275",1999-02-09,5.01,"A"
"USGS","02087275",1999-02-10,4.95,"A"
"USGS","02087275",1999-02-11,4.89,"A"
"USGS","02087275",1999-02-12,4.96,"A"
"USGS","02087275",1999-02-13,4.95,"A"
"USGS","02087275",1999-02-14,4.81,"A"
"USGS","02087275",1999-02-15,4.75,"A"
"USGS","02087275",1999-02-16,4.71,"A"
"USGS","02087275",1999-02-17,4.69,"A"
"USGS","02087275",1999-02-18,5.41,"A"
"USGS","02087275",1999-02-19,5.48,"A"
"USGS","02087275",1999-02-20,5.94,"A"
"USGS","02087275",1999-02-21,5.89,"A"
"USGS","02087275",1999-02-22,5.67,"A"
"USGS","02087275",1999-02-23,5.49,"A"
"USGS","02087275",1999-02-24,5.37,"A"
"USGS","02087275",1999-02-25,5.28,"A"
"USGS","02087275",1999-02-26,5.22,"A"
"USGS","02087275",1999-02-27,5.17,"A"
"USGS","02087275",1999-02-28,5.26,"A"
"USGS","02087275",1999-03-01,5.28,"A"
"USGS","02087275",1999-03-02,5.19,"A"
"USGS","02087275",1999-03-03,5.18,"A"
"USGS","02087275",1999-03-04,5.14,"A"
"USGS","02087275",1999-03-05,5.02,"A"
"USGS","02087275",1999-03-06,4.97,"A"
"USGS","02087275",1999-03-07,4.89,"A"
"USGS","02087275",1999-03-08,4.78,"A"
"USGS","02087275",1999-03-09,4.76,"A"
"USGS","02087275",1999-03-10,4.78,"A"
"USGS","02087275",1999-03-11,4.73,"A"
"USGS","02087275",1999-03-12,4.72,"A"
"USGS","02087275",1999-03-13,4.65,"A"
"USGS","02087275",1999-03-14,5.44,"A"
"USGS","02087275",1999-03-15,8.57,"A"
"USGS","02087275",1999-03-16,7.22,"A"
"USGS","02087275",1999-03-17,6.46,"A"
"USGS","02087275",1999-03-18,5.94,"A"
"USGS","02087275",1999-03-19,5.6,"A"
"USGS","02087275",1999-03-20,5.36,"A"
"USGS","02087275",1999-03-21,6.57,"A"
"USGS","02087275",1999-03-22,7.8,"A"
"USGS","02087275",1999-03-23,6.74,"A"
"USGS","02087275",1999-03-24,6.13,"A"
"USGS","02087275",1999-03-25,5.81,"A"
"USGS","02087275",1999-03-26,5.76,"A"
"USGS","02087275",1999-03-27,5.55,"A"
"USGS","02087275",1999-03-28,5.38,"A"
"USGS","02087275",1999-03-29,5.24,"A"
"USGS","02087275",1999-03-30,5.11,"A"
"USGS","02087275",1999-03-31,5.03,"A"
"USGS","02087275",1999-04-01,5.5,"A"
"USGS","02087275",1999-04-02,6.25,"A"
"USGS","02087275",1999-04-03,5.97,"A"
"USGS","02087275",1999-04-04,5.69,"A"
"USGS","02087275",1999-04-05,5.56,"A"
"USGS","02087275",1999-04-06,5.36,"A"
"USGS","02087275",1999-04-07,5.21,"A"
"USGS","02087275",1999-04-08,5.09,"A"
"USGS","02087275",1999-04-09,5,"A"
"USGS","02087275",1999-04-10,4.91,"A"
"USGS","02087275",1999-04-11,5.27,"A"
"USGS","02087275",1999-04-12,5.24,"A"
"USGS","02087275",1999-04-13,5.11,"A"
"USGS","02087275",1999-04-14,5.02,"A"
"USGS","02087275",1999-04-15,4.96,"A"
"USGS","02087275",1999-04-16,4.93,"A"
"USGS","02087275",1999-04-17,4.83,"A"
"USGS","02087275",1999-04-18,4.75,"A"
"USGS","02087275",1999-04-19,4.71,"A"
"USGS","02087275",1999-04-20,4.66,"A"
"USGS","02087275",1999-04-21,4.63,"A"
"USGS","02087275",1999-04-22,4.61,"A"
"USGS","02087275",1999-04-23,4.58,"A"
"USGS","02087275",1999-04-24,4.54,"A"
"USGS","02087275",1999-04-25,4.51,"A"
"USGS","02087275",1999-04-26,4.62,"A"
"USGS","02087275",1999-04-27,4.69,"A"
"USGS","02087275",1999-04-28,4.74,"A"
"USGS","02087275",1999-04-29,5.26,"A"
"USGS","02087275",1999-04-30,6.58,"A"
"USGS","02087275",1999-05-01,6.12,"A"
"USGS","02087275",1999-05-02,5.7,"A"
"USGS","02087275",1999-05-03,5.39,"A"
"USGS","02087275",1999-05-04,5.15,"A"
