"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","Qualifier","i","LogQ","Q7","Q30"
1939-11-17,0.400771063749019,32826,11,322,1939.87751141553,1079,1940,"A",48,-0.914364928052738,0.473585811554189,0.600876778087672
1939-11-18,0.400771063749019,32827,11,323,1939.88025114155,1079,1940,"A",49,-0.914364928052738,0.457404756486374,0.600876778087672
1939-11-19,0.344137371011664,32828,11,324,1939.88299086758,1079,1940,"A",50,-1.06671436698524,0.425042646350742,0.59898898832976
1939-11-20,0.797206912910502,32829,11,325,1939.88573059361,1079,1940,"A",51,-0.226641019192758,0.477631075321143,0.612203516635143
1939-11-21,2.49621769503114,32830,11,326,1939.88847031963,1079,1940,"A",52,0.914776664264505,0.764844802774871,0.68205173767788
1939-11-22,1.81661338218289,32831,11,327,1939.89121004566,1079,1940,"A",53,0.596973988668381,0.954972199821704,0.729246481625676
1939-11-23,1.70334599670818,32832,11,328,1939.89394977169,1079,1940,"A",54,0.532594549986508,1.13700906933463,0.773609540936604
1939-11-24,1.47681122575876,32833,11,329,1939.89668949772,1079,1940,"A",55,0.38988518614517,1.29072909247888,0.810421441215885
1939-11-25,1.22195960844066,32834,11,330,1939.89942922374,1079,1940,"A",56,0.200455806553907,1.40804174172054,0.838738287584562
1939-11-26,1.08037537659728,32835,11,331,1939.90216894977,1079,1940,"A",57,0.0773085516707508,1.51321859966134,0.86233565955846
1939-11-27,0.683939527435793,32836,11,332,1939.9049086758,1079,1940,"A",58,-0.379885775449587,1.49703754459353,0.872718503226975
1939-11-28,0.910474298385211,32837,11,333,1939.90764840183,1079,1940,"A",59,-0.0937896082357246,1.27050277364411,0.890652505927137
1939-11-29,0.825523759279179,32838,11,334,1939.91038812785,1079,1940,"A",60,-0.191737234353305,1.12891854180072,0.905754823990432
1939-11-30,0.797206912910502,32839,11,335,1939.91312785388,1079,1940,"A",61,-0.226641019192758,0.999470101258197,0.913305983022079
1939-12-01,0.655622681067115,32840,12,336,1939.91586757991,1080,1940,"A",62,-0.422169836818398,0.882157452016534,0.878381872500711
1939-12-02,0.683939527435793,32841,12,337,1939.91860730594,1080,1940,"A",63,-0.379885775449587,0.80529744044441,0.867999028832196
1939-12-03,0.797206912910502,32842,12,338,1939.92134703196,1080,1940,"A",64,-0.226641019192758,0.764844802774871,0.870830713469063
1939-12-04,0.627305834698438,32843,12,339,1939.92408675799,1080,1940,"A",65,-0.466321082633938,0.756754275240963,0.867999028832196
1939-12-05,0.655622681067115,32844,12,340,1939.92682648402,1080,1940,"A",66,-0.422169836818398,0.720346901338378,0.856672290284724
1939-12-06,0.683939527435793,32845,12,341,1939.92956621005,1080,1940,"A",67,-0.379885775449587,0.700120582503608,0.832131023431871
1939-12-07,0.627305834698438,32846,12,342,1939.93230593607,1080,1940,"A",68,-0.466321082633938,0.675848999901885,0.819860390005444
1939-12-08,0.627305834698438,32847,12,343,1939.9350456621,1080,1940,"A",69,-0.466321082633938,0.671803736134931,0.817972600247532
1939-12-09,0.655622681067115,32848,12,344,1939.93778538813,1080,1940,"A",70,-0.422169836818398,0.667758472367977,0.814197020731709
1939-12-10,0.570672141961083,32849,12,345,1939.94052511416,1080,1940,"A",71,-0.560940416436614,0.635396362232346,0.815140915610664
1939-12-11,0.429087910117696,32850,12,346,1939.94326484018,1080,1940,"A",72,-0.846093462357818,0.607079515863668,0.812309230973797
1939-12-12,0.655622681067115,32851,12,347,1939.94600456621,1080,1940,"A",73,-0.422169836818398,0.607079515863668,0.815140915610664
1939-12-13,0.542355295592406,32852,12,348,1939.94874429224,1080,1940,"A",74,-0.611833965383156,0.586853197028899,0.818916495126488
1939-12-14,0.570672141961083,32853,12,349,1939.95148401826,1080,1940,"A",75,-0.560940416436614,0.578762669494991,0.821748179763356
1939-12-15,0.59898898832976,32854,12,350,1939.95422374429,1080,1940,"A",76,-0.512512064458435,0.574717405728037,0.825523759279179
1939-12-16,0.542355295592406,32855,12,351,1939.95696347032,1080,1940,"A",77,-0.611833965383156,0.558536350660221,0.829299338795003
1939-12-17,0.542355295592406,32856,12,352,1939.95970319635,1080,1940,"A",78,-0.611833965383156,0.554491086893268,0.834018813189782
1939-12-18,0.429087910117696,32857,12,353,1939.96244292237,1080,1940,"A",79,-0.846093462357818,0.554491086893268,0.834962708068738
1939-12-19,0.655622681067115,32858,12,354,1939.9651826484,1080,1940,"A",80,-0.422169836818398,0.554491086893268,0.845345551737253
1939-12-20,0.627305834698438,32859,12,355,1939.96792237443,1080,1940,"A",81,-0.466321082633938,0.566626878194129,0.839682182463518
1939-12-21,0.797206912910502,32860,12,356,1939.97066210046,1080,1940,"A",82,-0.226641019192758,0.59898898832976,0.783048489726163
1939-12-22,0.768890066541825,32861,12,357,1939.97340182648,1080,1940,"A",83,-0.262807276078273,0.623260570931484,0.748124379204794
1939-12-23,0.683939527435793,32862,12,358,1939.97614155251,1080,1940,"A",84,-0.379885775449587,0.643486889766253,0.714144163562381
1939-12-24,0.910474298385211,32863,12,359,1939.97888127854,1080,1940,"A",85,-0.0937896082357246,0.696075318736654,0.695266265983263
1939-12-25,1.4201775330214,32864,12,360,1939.98162100457,1080,1940,"A",86,0.350781887052923,0.837659550580041,0.701873530135955
1939-12-26,1.53344491849611,32865,12,361,1939.98436073059,1080,1940,"A",87,0.427516785111366,0.963062727355612,0.716975848199249
1939-12-27,12.4920644631743,32866,12,362,1939.98710045662,1080,1940,"A",88,2.52509359976409,2.6580282457093,1.11058001272386
1939-12-28,10.3683009855234,32867,12,363,1939.98984018265,1080,1940,"A",89,2.33875316942808,4.02532739893972,1.42584090229514
1939-12-29,3.91206001346501,32868,12,364,1939.99257990868,1080,1940,"A",90,1.36406409292019,4.4743516770716,1.52872544410133
1939-12-30,2.89265354419263,32869,12,365,1939.9953196347,1080,1940,"A",91,1.0621742622352,4.78988225089401,1.59857366514407
1939-12-31,2.43958400229379,32870,12,366,1939.99805936073,1080,1940,"A",92,0.89182753390669,5.00832649430952,1.65803904251829
1940-01-01,1.95819761402627,32871,1,1,1940.00079690346,1081,1940,"A",93,0.672024465484571,5.08518650588164,1.70051431207131
1940-01-02,1.6750291503395,32872,1,2,1940.0035291439,1081,1940,"A",94,0.515830568313357,5.10541282471641,1.72977505331894
1940-01-03,1.36354384028405,32873,1,3,1940.00626138434,1081,1940,"A",95,0.310087075543529,3.51562416430353,1.7543163201718
1940-01-04,1.30691014754669,32874,1,4,1940.00899362477,1081,1940,"A",96,0.267665685183787,2.22113975887828,1.77602590238778
1940-01-05,1.19364276207198,32875,1,5,1940.01172586521,1081,1940,"A",97,0.177009775958314,1.8327944372507,1.79301601020899
1940-01-06,1.30691014754669,32876,1,6,1940.01445810565,1081,1940,"A",98,0.267665685183787,1.60625966630128,1.81566948730393
1940-01-07,0.995424837491243,32877,1,7,1940.01719034608,1081,1940,"A",99,-0.00458566059729277,1.39995121418663,1.82794012073036
1940-01-08,1.02374168385992,32878,1,8,1940.01992258652,1081,1940,"A",100,0.0234642329383962,1.26645750987716,1.84021075415679
1940-01-09,1.36354384028405,32879,1,9,1940.02265482696,1081,1940,"A",101,0.310087075543529,1.22195960844066,1.86663981076755
1940-01-10,1.10869222296595,32880,1,10,1940.0253870674,1081,1940,"A",102,0.103181143219346,1.18555223453808,1.88929328786249
1940-01-11,1.0520585302286,32881,1,11,1940.02811930783,1081,1940,"A",103,0.0507487498672601,1.14914486063549,1.90250781616788
1940-01-12,1.78829653581421,32882,1,12,1940.03085154827,1081,1940,"A",104,0.581263510770912,1.23409539974152,1.94403919084194
1940-01-13,4.6766148654193,32883,1,13,1940.03358378871,1081,1940,"A",105,1.54257452885305,1.71548178800904,2.08090394829054
1940-01-14,8.10295327602926,32884,1,14,1940.03631602914,1081,1940,"A",106,2.09222859720616,2.73084299351447,2.33103609121386
1940-01-15,19.6279097480809,32885,1,15,1940.03904826958,1081,1940,"A",107,2.97695252009608,5.38858128840319,2.96722123963014
1940-01-16,6.8003783430701,32886,1,16,1940.04178051002,1081,1940,"A",108,1.91697824932107,6.16527193165834,3.1758220078794
1940-01-17,3.71384208888427,32887,1,17,1940.04451275046,1081,1940,"A",109,1.31206694422485,6.5374361982181,3.28531381383828
1940-01-18,2.89265354419263,32888,1,18,1940.04724499089,1081,1940,"A",110,1.0621742622352,6.8003783430701,3.3598815092758
1940-01-19,2.32631661681908,32889,1,19,1940.04997723133,1081,1940,"A",111,0.844286165563359,6.87723835464223,3.41651520201316
1940-01-20,1.81661338218289,32890,1,20,1940.05270947177,1081,1940,"A",112,0.596973988668381,6.46866671417988,3.45049541765557
1940-01-21,1.59007861123347,32891,1,21,1940.0554417122,1081,1940,"A",113,0.463783456037311,5.53825604778048,3.47786836914529
1940-01-22,1.33522699391537,32892,1,22,1940.05817395264,1081,1940,"A",114,0.289101310293668,2.92501565432826,3.49957795136128
1940-01-23,1.44849437939008,32893,1,23,1940.06090619308,1081,1940,"A",115,0.370524657922937,2.16046080237397,3.51751195406144
1940-01-24,1.10869222296595,32894,1,24,1940.06363843352,1081,1940,"A",116,0.103181143219346,1.78829653581421,3.50712911039292
1940-01-25,1.53344491849611,32895,1,25,1940.06637067395,1081,1940,"A",117,0.427516785111366,1.59412387500042,3.50712911039292
1940-01-26,1.59007861123347,32896,1,26,1940.06910291439,1081,1940,"A",118,0.463783456037311,1.48894701705962,3.1437295819949
1940-01-27,1.36354384028405,32897,1,27,1940.07183515483,1081,1940,"A",119,0.310087075543529,1.42422279678836,2.84357101048692
1940-01-28,1.22195960844066,32898,1,28,1940.07456739526,1081,1940,"A",120,0.200455806553907,1.37163436781796,2.75390099698611
1940-01-29,1.19364276207198,32899,1,29,1940.0772996357,1081,1940,"A",121,0.177009775958314,1.35140804898319,2.69726730424875
1940-01-30,1.36354384028405,32900,1,30,1940.08003187614,1081,1940,"A",122,0.310087075543529,1.33927225768233,2.66139929884843
1940-01-31,1.33522699391537,32901,1,31,1940.08276411658,1081,1940,"A",123,0.289101310293668,1.37163436781796,2.6406336115114
1940-02-01,1.36354384028405,32902,2,32,1940.08549635701,1082,1940,"A",124,0.310087075543529,1.34736278521623,2.63025076784288
1940-02-02,1.47681122575876,32903,2,33,1940.08822859745,1082,1940,"A",125,0.38988518614517,1.33118173014842,2.63402634735871
1940-02-03,1.78829653581421,32904,2,34,1940.09096083789,1082,1940,"A",126,0.581263510770912,1.39186068665273,2.65007256030096
1940-02-04,2.07146499950098,32905,2,35,1940.09369307832,1082,1940,"A",127,0.728256086182576,1.51321859966134,2.67933330154859
1940-02-05,3.06255462240469,32906,2,36,1940.09642531876,1082,1940,"A",128,1.11924941159903,1.7802060082803,2.73785478404386
1940-02-06,15.8617691810469,32907,2,37,1940.0991575592,1082,1940,"A",129,2.76391175986233,3.8513810569607,3.23339959549571
1940-02-07,59.46971258881,32908,2,38,1940.10188979964,1082,1940,"A",130,4.08546715082991,12.1563075705171,5.18159862566071
1940-02-08,27.1601908821491,32909,2,39,1940.10462204007,1082,1940,"A",131,3.30175233072725,15.8415428622121,6.04148686038955
1940-02-09,9.178993438039,32910,2,40,1940.10735428051,1082,1940,"A",132,2.21691755134826,16.9418546068235,6.31049690089198
1940-02-10,6.29067510843391,32911,2,41,1940.11008652095,1082,1940,"A",133,1.83906839538749,17.5850515457692,6.48511745349883
1940-02-11,37.6657408849284,32912,2,42,1940.11281876138,1082,1940,"A",134,3.62875095146594,22.6699481008303,7.68103226513597
1940-02-12,14.360976323507,32913,2,43,1940.11555100182,1082,1940,"A",135,2.66451455041108,24.2840083438449,8.00384431373889
1940-02-13,7.36671527044365,32914,2,44,1940.11828324226,1082,1940,"A",136,1.99697191763161,23.0704292137587,7.97930304688603
1940-02-14,5.38453602463623,32915,2,45,1940.1210154827,1082,1940,"A",137,1.68353114619737,15.3439754188768,7.50452392277121
1940-02-15,4.16691163078311,32916,2,46,1940.12374772313,1082,1940,"A",138,1.42717514529995,12.0592212401102,7.41674169902831
1940-02-16,3.1758220078794,32917,2,47,1940.12647996357,1082,1940,"A",139,1.1555664989553,11.201625321516,7.39880769632815
1940-02-17,2.80770300508659,32918,2,48,1940.12921220401,1082,1940,"A",140,1.03236671315049,10.7040578781806,7.39597601169128
1940-02-18,4.25186216988914,32919,2,49,1940.13194444444,1082,1940,"A",141,1.44735704459428,5.93064663317501,7.46016086346028
1940-02-19,30.8696977564459,32920,2,50,1940.13467668488,1082,1940,"A",142,3.42977504761566,8.28903540930914,8.42859700926905
1940-02-20,17.3342451922181,32921,2,51,1940.13740892532,1082,1940,"A",143,2.85268403577296,9.71296825527691,8.95340256196854
1940-02-21,17.5607799631675,32922,2,52,1940.14014116576,1082,1940,"A",144,2.86566800425744,11.4524316750671,9.49425432761028
1940-02-22,8.89582497435222,32923,2,53,1940.14287340619,1082,1940,"A",145,2.18558206266902,12.1279907241484,9.74249868077568
1940-02-23,5.83760556653507,32924,2,54,1940.14560564663,1082,1940,"A",146,1.76432070703451,12.5082455182421,9.90012912556132
1940-02-24,4.53503063357591,32925,2,55,1940.14833788707,1082,1940,"A",147,1.51183183846731,12.7550066080263,10.0001819827306
1940-02-25,4.36512955536385,32926,2,56,1940.1510701275,1082,1940,"A",148,1.47364786934684,12.7711876630941,10.0926836808683
1940-02-26,4.25186216988914,32927,2,57,1940.15380236794,1082,1940,"A",149,1.44735704459428,8.96863972215739,10.1889609585218
1940-02-27,3.1758220078794,32928,2,58,1940.15653460838,1082,1940,"A",150,1.1555664989553,6.94600783868044,10.2540897051698
1940-02-28,3.51562416430353,32929,2,59,1940.15926684882,1082,1940,"A",151,1.2572170811355,4.9395570102713,10.3314890852442
1940-02-29,4.16691163078311,32930,2,60,1940.16199908925,1082,1940,"A",152,1.42717514529995,4.26399796119,10.4249346782608
1940-03-01,3.37403993246014,32931,3,61,1940.16473132969,1083,1940,"A",153,1.21611081940055,3.91206001346501,10.4928951095456
1940-03-02,2.83601985145527,32932,3,62,1940.16746357013,1083,1940,"A",154,1.04240160845331,3.66934418744778,10.5419776432513
1940-03-03,2.72275246598056,32933,3,63,1940.17019581056,1083,1940,"A",155,1.00164330466807,3.43471888896445,10.5835090179254
1940-03-04,16.201571337471,32934,3,64,1940.172928051,1083,1940,"A",156,2.7851082336747,5.141820198619,11.063951511314
1940-03-05,9.12235974530164,32935,3,65,1940.17566029144,1083,1940,"A",157,2.21072851462016,5.99132558967932,11.298981336174
1940-03-06,5.10136756094946,32936,3,66,1940.17839253188,1083,1940,"A",158,1.62950865299048,6.21786036062874,11.3669417674588
1940-03-07,3.71384208888427,32937,3,67,1940.18112477231,1083,1940,"A",159,1.31206694422485,6.15313614035748,10.9620108643867
1940-03-08,3.03423777603601,32938,3,68,1940.18385701275,1083,1940,"A",160,1.10996024833543,6.10459297515403,9.08082837062759
1940-03-09,2.75106931234924,32939,3,69,1940.18658925319,1083,1940,"A",161,1.01198967695374,6.09245718385317,8.26719098496759
1940-03-10,2.26968292408172,32940,3,70,1940.18932149362,1083,1940,"A",162,0.819640140715742,6.0277329635819,8.03688063450235
1940-03-11,2.07146499950098,32941,3,71,1940.19205373406,1083,1940,"A",163,0.728256086182576,4.0091463438719,7.89624029753791
1940-03-12,2.18473238497569,32942,3,72,1940.1947859745,1083,1940,"A",164,0.781493342774483,3.0180567209682,6.71354001420616
1940-03-13,2.21304923134437,32943,3,73,1940.19751821494,1083,1940,"A",165,0.794371307249106,2.6054398167389,6.30860911113407
1940-03-14,4.81819909726269,32944,3,74,1940.20025045537,1083,1940,"A",166,1.57240022697165,2.7632051036501,6.22365857202804
1940-03-15,36.8162354938681,32945,3,75,1940.20298269581,1083,1940,"A",167,3.60593892978136,7.58920477762611,7.2713818876691
1940-03-16,11.4160243011645,32946,3,76,1940.20571493625,1083,1940,"A",168,2.43501800886573,8.82705549031401,7.51301897668182
1940-03-17,6.12077403022184,32947,3,77,1940.20844717668,1083,1940,"A",169,1.81168856405332,9.37721136261974,7.61118404409323
1940-03-18,4.45008009446988,32948,3,78,1940.21117941712,1083,1940,"A",170,1.49292209477345,9.71701351904387,7.66592994707267
1940-03-19,3.71384208888427,32949,3,79,1940.21391165756,1083,1940,"A",171,1.31206694422485,9.93545776245938,7.64799594437251
1940-03-20,3.1758220078794,32950,3,80,1940.216643898,1083,1940,"A",172,1.1555664989553,10.0729967305358,6.72486675275363
1940-03-21,2.75106931234924,32951,3,81,1940.21937613843,1083,1940,"A",173,1.01198967695374,9.77769247554818,6.23876089009133
1940-03-22,2.43958400229379,32952,3,82,1940.22210837887,1083,1940,"A",174,0.89182753390669,4.86674226246613,5.73472102472888
1940-03-23,2.09978184586966,32953,3,83,1940.22484061931,1083,1940,"A",175,0.741833456413964,3.5358504831383,5.50818625377946
1940-03-24,1.98651446039495,32954,3,84,1940.22757285974,1083,1940,"A",176,0.686381575578995,2.94524197316303,5.37981655024145
1940-03-25,2.21304923134437,32955,3,85,1940.23030510018,1083,1940,"A",177,0.794371307249106,2.62566613557367,5.30241717016707
1940-03-26,2.80770300508659,32956,3,86,1940.23303734062,1083,1940,"A",178,1.03236671315049,2.49621769503114,5.25050295182449
1940-03-27,2.89265354419263,32957,3,87,1940.23576958106,1083,1940,"A",179,1.0621742622352,2.4557650573616,5.20519599763461
1940-03-28,2.60948508050585,32958,3,88,1940.23850182149,1083,1940,"A",180,0.959152914708421,2.43553873852683,5.18631810005549
1940-03-29,2.26968292408172,32959,3,89,1940.24123406193,1083,1940,"A",181,0.819640140715742,2.41126715592511,5.14478672538143
1940-03-30,2.38295030955643,32960,3,90,1940.24396630237,1083,1940,"A",182,0.868339345845666,2.45171979359465,5.08532134800721
1940-03-31,4.25186216988914,32961,3,91,1940.24669854281,1083,1940,"A",183,1.44735704459428,2.77534089495096,5.11458208925484
1940-04-01,3.23245570061675,32962,4,92,1940.24943078324,1084,1940,"A",184,1.17324212719774,2.9209703905613,5.12779661756023
1940-04-02,2.43958400229379,32963,4,93,1940.25216302368,1084,1940,"A",185,0.89182753390669,2.8683819615909,5.11835766877067
1940-04-03,2.01483130676363,32964,4,94,1940.25489526412,1084,1940,"A",186,0.70053547316631,2.74297878481533,4.64546633441375
1940-04-04,1.98651446039495,32965,4,95,1940.25762750455,1084,1940,"A",187,0.686381575578995,2.65398298194235,4.40760482491686
1940-04-05,1.78829653581421,32966,4,96,1940.26035974499,1084,1940,"A",188,0.581263510770912,2.58521349790413,4.29716912407902
1940-04-06,1.59007861123347,32967,4,97,1940.26309198543,1084,1940,"A",189,0.463783456037311,2.47194611242942,4.22637700815733
1940-04-07,1.4201775330214,32968,4,98,1940.26582422587,1084,1940,"A",190,0.350781887052923,2.06741973573403,4.17257500005684
1940-04-08,2.24136607771305,32969,4,99,1940.2685564663,1084,1940,"A",191,0.807085536102172,1.92583550389064,4.15558489223564
1940-04-09,8.72592389614016,32970,4,100,1940.27128870674,1084,1940,"A",192,2.16629835315756,2.82388406015441,4.37079292463758
1940-04-10,4.9314664827374,32971,4,101,1940.27402094718,1084,1940,"A",193,1.59563640482335,3.24054622815066,4.46612630741213
1940-04-11,2.83601985145527,32972,4,102,1940.27675318761,1084,1940,"A",194,1.04240160845331,3.36190414115928,4.48783588962812
1940-04-12,3.99701055257104,32973,4,103,1940.27948542805,1084,1940,"A",195,1.38554671984855,3.67743471498168,4.54730126700234
1940-04-13,23.5073177005897,32974,4,104,1940.28221766849,1084,1940,"A",196,3.15731176419229,6.80846887060401,5.17027188711324
1940-04-14,8.44275543245339,32975,4,105,1940.28494990893,1084,1940,"A",197,2.13330872836664,7.81169428480858,4.22448921839942
1940-04-15,5.18631810005549,32976,4,106,1940.28768214936,1084,1940,"A",198,1.64602402346434,8.23240171657178,4.01683234502912
1940-04-16,3.57225785704088,32977,4,107,1940.2904143898,1084,1940,"A",199,1.27319784883009,7.49616371098617,3.93188180592308
1940-04-17,2.83601985145527,32978,4,108,1940.29314663024,1084,1940,"A",200,1.04240160845331,7.19681419223158,3.8780797978226
1940-04-18,2.41126715592511,32979,4,109,1940.29587887067,1084,1940,"A",201,0.880152400163288,7.13613523572727,3.83466063339063
1940-04-19,3.99701055257104,32980,4,110,1940.29861111111,1084,1940,"A",202,1.38554671984855,7.13613523572728,3.86203358488035
1940-04-20,99.1132975049583,32981,4,111,1940.30134335155,1084,1940,"A",203,4.59626361502808,17.9369894934942,7.07410785796732
1940-04-21,22.0914753821559,32982,4,112,1940.30407559199,1084,1940,"A",204,3.09519180479681,19.886806629166,7.72917090396272
1940-04-22,8.15958696876661,32983,4,113,1940.30680783242,1084,1940,"A",205,2.09919355112224,20.3115593246962,7.93116440805928
1940-04-23,5.01641702184343,32984,4,114,1940.30954007286,1084,1940,"A",206,1.61271593820086,20.5178677768108,8.03216116010757
1940-04-24,8.81087443524619,32985,4,115,1940.3122723133,1084,1940,"A",207,2.17598668987466,21.3714184316381,8.25208866690429
1940-04-25,7.36671527044365,32986,4,116,1940.31500455373,1084,1940,"A",208,1.99697191763161,22.079339590855,8.4040557424162
1940-04-26,5.01641702184343,32987,4,117,1940.31773679417,1084,1940,"A",209,1.61271593820086,22.2249690864654,8.47484785833789
1940-04-27,3.60057470340956,32988,4,118,1940.32046903461,1084,1940,"A",210,1.28109347255697,8.58029440052982,8.50788417910135
1940-04-28,2.83601985145527,32989,4,119,1940.32320127505,1084,1940,"A",211,1.04240160845331,5.82951503900116,8.52676207668046
1940-04-29,2.43958400229379,32990,4,120,1940.32593351548,1084,1940,"A",212,0.89182753390669,5.01237175807647,8.52864986643837
1940-04-30,2.21304923134437,32991,4,121,1940.32866575592,1084,1940,"A",213,0.794371307249106,4.61189064514804,8.46068943515355
1940-05-01,1.98651446039495,32992,5,122,1940.33139799636,1085,1940,"A",214,0.686381575578995,3.63698207731214,8.41915806047949
1940-05-02,2.12809869223834,32993,5,123,1940.33413023679,1085,1940,"A",215,0.755228948335524,2.88860828042567,8.40877521681097
